GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
19121121013,3,19121121013,342,102,231,386,112,259,380,112,251,314,105,205,269,179,0,340,78,243,345,89,231,563,546,12,0,7,5,0,0,0,0,1,0,754,709,16,20,15,4,1,0,0,496,460,18,4,0,14,0,4,0,0,0,7,0,657,597,26,25,7,13,7,7,0,0,0,0,28,604,595,4,1,2,1,1,0,0,450,446,2,0,1,1,0,0,0,453,427,6,2,2,0,0,1,15,587,552,11,4,5,13,1,453,427,6,4,4,12,1
19177177011,1,19177177011,739,227,499,820,240,567,807,264,521,661,216,437,549,409,0,735,190,509,739,216,490,1066,1017,15,4,8,25,0,4,8,0,0,0,1249,1175,36,6,8,24,0,0,0,1084,1017,27,4,8,31,0,4,8,0,0,0,0,1230,1143,43,4,8,33,0,4,8,0,0,0,33,1455,1417,14,7,13,7,1,0,0,1197,1170,12,2,9,7,1,0,0,1144,1089,17,5,11,0,0,0,22,1380,1308,24,14,12,13,3,1144,1089,17,7,12,8,1
19177177006,1,19177177006,219,48,169,251,49,196,252,70,177,189,45,141,155,112,0,227,42,182,228,44,174,397,382,13,2,0,0,0,2,0,0,0,0,564,528,28,9,0,0,0,0,0,346,321,15,9,0,0,0,3,0,0,0,0,0,444,406,27,10,0,0,0,3,0,0,0,0,8,448,431,9,9,0,3,0,0,0,345,337,5,4,0,1,0,0,0,282,272,3,2,0,0,0,0,5,367,345,8,7,0,7,0,282,272,3,3,0,4,0
19177177007,1,19177177007,80,16,64,88,17,71,84,19,63,68,17,49,56,44,0,95,12,79,97,16,74,124,124,0,0,0,0,0,0,0,0,0,0,162,158,1,0,0,0,0,0,0,125,124,0,0,0,0,0,0,0,0,0,0,0,150,149,1,0,0,1,0,0,0,0,0,0,1,206,203,0,0,2,1,0,0,0,163,160,0,0,2,1,0,0,0,135,133,1,0,0,0,0,0,1,182,178,2,2,0,2,0,135,133,1,0,0,2,0
19177177015,1,19177177015,102,22,78,120,23,93,116,25,88,86,23,59,74,57,0,119,22,90,122,30,84,199,198,0,0,0,0,0,0,0,0,0,0,256,256,0,0,0,0,0,0,0,179,175,3,0,0,1,0,0,0,0,0,0,0,234,229,3,0,0,1,0,0,0,0,0,0,1,246,240,0,2,3,0,0,0,0,189,187,0,0,1,0,0,0,0,197,193,2,0,1,0,0,0,1,276,272,2,0,1,0,0,197,193,2,0,1,0,0
19185185002,3,19185185002,109,33,76,127,33,94,127,36,89,100,33,65,84,62,0,114,26,85,114,29,78,177,177,0,0,0,4,0,0,0,0,0,0,232,218,3,0,0,6,0,0,0,162,159,0,0,0,3,0,0,0,0,0,0,0,209,198,2,2,0,3,0,0,0,1,0,0,6,232,225,0,7,0,0,0,0,0,173,168,0,5,0,0,0,0,0,180,174,1,0,0,0,0,2,3,223,213,2,5,4,5,2,180,174,1,2,2,3,2
19185185010,3,19185185010,60,14,45,69,14,55,71,16,53,48,13,34,39,30,0,62,12,48,62,12,47,111,109,0,0,0,2,0,0,0,1,0,0,146,139,2,1,0,2,0,0,0,103,99,0,0,0,1,0,0,0,1,0,0,0,128,124,1,1,0,1,0,0,0,1,0,0,2,146,145,0,1,0,0,0,0,0,103,103,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,108,108,0,0,0,0,0,84,84,0,0,0,0,0
19185185012,3,19185185012,69,13,56,76,13,63,74,14,60,67,17,46,54,41,0,86,17,66,86,17,64,126,122,0,0,0,0,0,0,0,0,0,0,187,181,0,0,2,0,0,0,0,125,122,0,0,0,0,0,0,0,0,0,0,0,183,176,0,0,2,0,0,0,0,0,0,0,3,173,168,0,0,4,0,1,0,0,142,141,0,0,1,0,0,0,0,135,130,1,0,0,1,0,0,3,213,202,1,1,5,2,0,135,130,1,0,1,2,0
19185185003,3,19185185003,108,31,77,125,32,93,127,37,89,96,32,62,81,60,0,110,25,82,110,28,76,188,186,0,0,0,0,0,0,0,0,0,0,233,231,0,0,0,1,0,0,0,212,212,0,0,0,0,0,0,0,0,0,0,0,286,275,0,0,0,0,0,0,0,0,0,0,8,233,228,0,2,2,1,0,0,0,167,163,0,1,2,1,0,0,0,172,166,2,0,0,0,0,0,4,224,214,3,2,2,6,0,172,166,2,0,1,3,0
19187187036,4,19187187036,712,337,352,781,353,421,761,363,358,584,296,270,534,436,0,771,309,414,792,377,365,1578,1527,9,37,0,5,0,22,0,0,0,0,2295,2223,9,60,0,5,0,0,0,1335,1291,6,30,0,7,0,15,0,0,0,0,0,1591,1537,5,49,0,6,0,15,0,0,0,0,40,1979,1771,126,56,13,13,1,0,0,1567,1437,77,33,12,8,1,0,0,1446,1251,85,45,11,4,1,0,49,1795,1499,129,109,24,30,5,1446,1251,85,62,18,25,4
19187187035,4,19187187035,665,341,300,732,347,371,725,365,331,579,349,217,537,460,0,695,289,363,719,348,317,1207,1149,24,20,9,4,0,20,9,0,0,0,1529,1458,39,34,9,3,0,0,0,1046,1010,19,0,10,4,0,0,10,0,0,0,0,1278,1221,38,0,10,4,0,0,10,0,0,0,4,1756,1534,124,74,21,12,2,0,0,1312,1191,68,37,9,10,0,0,0,1311,1116,79,56,14,0,0,3,43,1700,1384,148,117,35,26,1,1311,1116,79,74,23,16,1
19003003007,3,19003003007,117,38,77,133,43,89,131,42,86,102,35,65,88,74,0,116,27,83,119,35,75,172,167,4,0,0,0,0,0,0,0,0,0,213,206,7,0,0,0,0,0,0,162,155,5,0,4,1,0,0,4,0,0,0,0,195,190,7,0,4,2,0,0,4,0,0,0,2,217,209,6,0,1,0,0,0,0,168,164,3,0,1,0,0,0,0,171,166,0,0,0,1,0,0,4,212,206,1,2,0,3,0,171,166,0,2,0,3,0
19003003009,3,19003003009,64,20,44,68,18,50,71,21,49,60,19,39,49,41,0,69,15,51,70,18,47,95,91,0,0,0,0,0,0,0,0,0,0,116,112,0,0,0,0,0,0,0,82,81,0,0,0,0,0,0,0,0,0,0,0,101,99,1,0,0,0,0,0,0,0,0,0,0,124,121,2,0,0,1,0,0,0,102,99,2,0,0,1,0,0,0,89,86,0,0,0,1,0,0,2,105,100,1,1,1,2,0,89,86,0,1,0,2,0
19075075016,2,19075075016,563,167,375,626,192,416,624,195,410,484,166,307,406,307,0,583,131,430,583,168,373,853,844,4,0,4,0,0,0,0,0,0,0,1074,1059,5,0,11,0,0,0,0,859,840,4,10,8,24,0,10,4,10,0,0,0,1085,1027,28,32,9,27,0,32,2,9,0,0,31,1111,1087,7,8,7,2,0,0,0,818,811,2,2,2,1,0,0,0,862,843,10,0,2,1,0,0,6,1095,1055,15,11,10,8,1,862,843,10,0,3,7,0
19075075014,2,19075075014,204,64,140,225,71,154,220,71,148,187,64,119,157,118,0,225,51,166,225,65,144,317,305,0,0,0,11,0,0,0,6,0,0,415,400,0,0,0,14,0,0,0,320,313,0,0,0,1,0,0,0,0,0,0,0,411,381,3,3,0,3,0,3,0,0,0,0,3,416,396,9,4,2,1,4,0,0,315,305,4,3,1,1,1,0,0,297,288,6,0,0,0,0,1,2,390,375,6,1,2,3,0,297,288,6,0,1,1,0
19015015013,4,19015015013,1025,396,598,1124,415,687,1112,417,653,888,397,474,787,583,0,1086,359,676,1096,392,612,1500,1479,10,0,1,0,0,0,1,0,10,0,1846,1813,18,15,1,12,0,0,0,1498,1458,17,0,12,0,0,0,12,0,0,12,0,1947,1892,30,13,22,10,0,0,12,0,0,0,23,2044,2002,22,1,3,16,0,0,0,1537,1506,15,1,3,13,0,0,0,1539,1483,25,2,3,7,0,0,19,2007,1927,29,15,8,27,2,1539,1483,25,8,4,18,0
19121121010,3,19121121010,2545,977,1520,2922,1110,1771,2880,1115,1678,2283,977,1261,2003,1501,0,2568,746,1707,2598,939,1489,3857,3708,89,16,30,18,0,8,30,10,0,0,5301,4962,136,13,182,12,0,0,0,3951,3749,125,43,0,38,0,39,0,30,0,0,0,5271,4967,202,78,0,32,0,68,0,30,0,0,3,5193,5017,106,20,24,32,1,0,0,3799,3707,57,7,13,19,1,0,0,4061,3821,90,6,23,2,0,7,112,5353,4994,147,33,62,79,17,4061,3821,90,20,44,55,10
19027027010,4,19027027010,4887,1765,2990,5345,1893,3373,5250,1933,3146,4345,1733,2533,3614,2992,0,4986,1459,3339,5096,1831,2961,7434,7235,158,23,25,15,0,8,15,0,0,0,9896,9433,398,32,24,89,0,0,0,7435,7195,149,60,40,45,0,15,40,0,0,0,0,9796,9279,315,140,42,127,0,97,42,0,0,0,62,10128,9642,239,123,86,55,4,0,0,7706,7441,138,44,54,35,2,0,0,7903,7323,289,143,38,2,0,5,103,10322,9350,441,324,84,95,8,7903,7323,289,159,54,71,5
19169169017,4,19169169017,252,104,142,276,111,159,274,110,159,230,110,111,207,152,0,264,80,167,268,95,143,348,337,6,0,0,2,0,0,0,0,0,0,478,460,6,3,1,1,0,0,0,376,366,6,0,0,2,0,0,0,0,0,2,0,519,504,7,2,1,0,2,2,1,0,0,0,2,445,427,12,1,4,1,0,0,0,324,314,7,0,1,0,0,0,0,370,348,11,0,0,0,0,2,9,485,457,11,1,0,9,0,370,348,11,0,0,7,0
19169169011,4,19169169011,240,93,141,260,111,139,259,106,148,228,91,133,203,142,0,252,70,165,256,94,140,339,324,8,0,0,4,0,0,0,4,0,0,408,368,27,0,0,4,0,0,0,296,281,7,0,0,3,0,0,0,3,0,0,0,371,325,35,0,1,3,0,0,1,3,0,0,0,357,353,1,1,2,0,0,0,0,279,278,1,1,0,0,0,0,0,309,295,8,0,1,0,0,0,5,401,382,9,3,6,1,0,309,295,8,3,3,1,0
19099099007,1,19099099007,619,209,400,697,224,462,704,239,438,550,210,333,482,346,0,635,169,437,636,199,403,911,884,14,1,4,4,0,1,4,0,0,0,1168,1125,29,1,5,7,0,0,0,913,896,10,0,6,4,0,0,6,0,0,0,0,1179,1140,28,0,9,2,0,0,7,0,0,0,4,1114,1089,15,1,4,5,0,0,0,887,866,12,1,4,4,0,0,0,894,844,12,0,6,3,1,5,23,1105,1036,18,7,10,14,1,894,844,12,3,8,11,1
19099099005,1,19099099005,153,52,100,179,56,122,176,59,115,135,52,82,119,85,0,156,42,107,156,49,99,204,201,6,0,0,0,0,0,0,0,0,0,234,219,5,0,0,0,0,0,0,193,182,6,0,0,0,0,0,0,0,0,0,0,255,216,6,0,28,0,0,0,28,0,0,0,0,292,273,9,8,2,0,0,0,0,218,208,7,2,1,0,0,0,0,234,223,2,0,0,1,0,0,8,318,300,3,2,2,7,0,234,223,2,2,1,7,0
19099099010,1,19099099010,211,80,129,232,84,148,228,86,138,188,83,101,173,129,0,221,71,142,224,83,125,349,346,1,0,0,0,0,0,0,0,0,0,445,442,4,0,1,0,1,0,0,345,344,0,0,0,1,0,0,0,0,0,0,0,426,426,0,0,0,0,0,0,0,0,0,0,0,406,389,12,3,0,2,0,0,0,309,301,6,0,0,2,0,0,0,346,329,7,4,2,1,0,2,1,451,422,12,8,3,5,0,346,329,7,5,2,1,0
19069069022,4,19069069022,98,28,70,106,34,72,107,32,73,87,25,60,73,51,0,101,19,78,101,26,71,120,113,5,0,0,0,0,0,0,0,0,0,154,145,8,0,0,2,0,0,0,128,116,10,2,0,0,0,2,0,0,0,0,0,155,131,13,2,0,0,0,2,0,0,0,0,0,179,174,3,0,0,2,0,0,0,141,137,3,0,0,1,0,0,0,118,116,2,0,0,0,0,0,0,165,161,2,1,0,2,0,118,116,2,0,0,0,0
19069069001,4,19069069001,76,17,59,83,17,66,79,18,61,67,18,47,54,37,0,83,14,65,83,17,63,121,121,0,0,0,0,0,0,0,0,0,0,152,151,2,0,0,0,0,0,0,108,107,0,0,0,0,0,0,0,0,0,0,0,138,136,2,0,0,0,0,0,0,0,0,0,0,161,156,5,0,0,0,0,0,0,127,124,3,0,0,0,0,0,0,110,106,3,0,0,0,0,0,1,138,128,9,1,0,5,0,110,106,3,1,0,0,0
19187187038,4,19187187038,1349,469,849,1462,511,934,1446,536,881,1208,501,690,1050,806,0,1395,340,1017,1415,431,893,1446,1416,30,0,0,0,0,0,0,0,0,0,1947,1784,76,19,66,0,0,0,0,1896,1879,16,0,0,0,0,0,0,0,0,0,0,2660,2496,43,31,93,0,0,0,93,0,0,0,31,2265,2172,33,23,35,0,5,0,0,1712,1665,18,9,21,0,1,0,0,1788,1679,36,15,28,0,0,3,27,2300,2112,65,45,52,18,0,1788,1679,36,22,29,12,0
19187187008,4,19187187008,217,77,137,240,77,162,236,81,143,185,78,103,170,135,0,238,80,151,242,84,148,330,317,7,5,5,0,0,5,5,0,0,0,444,423,9,7,8,0,0,0,0,319,310,0,0,7,0,0,0,7,0,0,0,0,433,418,0,0,8,0,0,0,8,0,0,0,0,438,425,9,3,0,1,0,0,0,332,325,5,1,0,1,0,0,0,320,303,6,1,0,1,0,1,8,424,397,12,4,0,9,1,320,303,6,2,0,6,1
19029029009,3,19029029009,3296,1084,2148,3713,1241,2418,3634,1241,2295,2840,1009,1782,2256,1734,0,3394,868,2367,3509,1059,2220,5274,5048,90,43,24,59,18,22,24,30,0,0,6829,6414,248,45,47,96,16,0,0,5277,5016,98,82,19,52,15,78,19,24,15,0,0,6744,6311,245,79,49,60,16,78,33,21,16,0,41,7195,6891,183,32,21,36,38,0,0,5570,5390,103,19,16,22,21,0,0,5350,5034,124,20,15,4,37,7,109,6874,6383,200,51,42,97,75,5350,5034,124,31,21,70,39
19003003011,3,19003003011,113,33,79,133,36,92,129,36,91,104,32,70,85,69,0,122,26,91,123,32,85,170,168,0,0,0,0,0,0,0,0,0,0,214,209,1,0,0,0,0,0,0,158,152,0,0,0,0,0,0,0,0,0,0,0,191,184,1,0,0,0,0,0,0,0,0,0,0,235,231,1,1,0,2,0,0,0,180,176,1,1,0,2,0,0,0,141,133,3,1,1,0,0,1,2,183,170,3,5,2,6,0,141,133,3,3,2,3,0
19087087014,1,19087087014,379,105,270,442,105,333,425,117,291,339,115,214,272,196,0,409,90,304,421,98,294,597,589,5,0,5,2,0,0,5,0,0,0,781,764,10,2,7,2,0,0,0,584,569,2,0,12,2,0,0,12,0,0,2,0,788,759,13,2,13,3,0,0,12,0,0,0,7,746,717,11,4,10,5,0,0,0,568,555,4,2,4,3,0,0,0,609,581,7,1,4,0,0,3,13,783,740,11,6,13,8,0,609,581,7,4,11,5,0
19087087005,1,19087087005,167,55,112,188,59,129,183,59,122,135,53,79,114,86,0,173,39,129,175,47,116,249,245,1,0,0,0,0,0,0,0,0,0,331,320,5,0,0,0,0,0,0,219,209,0,0,0,0,5,0,0,0,5,5,0,323,313,0,0,0,0,8,0,0,0,4,0,3,366,353,6,1,7,0,0,0,0,274,266,2,0,6,0,0,0,0,264,247,4,0,3,1,0,0,9,358,330,4,3,5,8,0,264,247,4,2,4,3,0
19099099020,1,19099099020,269,33,235,301,36,264,301,40,258,242,37,204,199,124,0,282,30,246,283,33,237,347,320,5,15,2,3,0,14,2,0,0,0,465,431,8,22,2,4,0,0,0,314,295,2,9,2,2,0,9,2,0,0,0,0,402,379,5,12,2,2,0,9,2,0,0,0,9,473,457,6,0,5,5,0,0,0,344,337,4,0,1,2,0,0,0,338,329,2,0,0,1,0,0,6,434,424,3,0,0,8,2,338,329,2,0,0,7,2
19187187013,4,19187187013,176,45,128,195,46,148,193,48,142,159,52,102,133,95,0,179,36,132,179,41,127,193,191,1,1,0,0,0,1,0,0,0,0,240,239,1,1,0,0,0,0,0,224,219,1,1,1,0,0,1,0,0,0,0,0,275,250,0,1,1,0,0,1,0,0,0,0,23,289,285,1,1,2,0,0,0,0,230,228,0,0,2,0,0,0,0,233,229,0,0,0,2,0,0,2,305,300,1,0,0,4,0,233,229,0,0,0,4,0
19099099003,1,19099099003,166,64,102,177,61,116,172,66,106,145,65,78,127,96,0,168,54,108,170,60,99,220,214,3,0,0,0,0,0,0,0,0,0,252,247,4,1,0,0,0,0,0,213,205,5,0,0,0,0,0,0,0,0,0,0,277,233,5,0,32,0,0,0,32,0,0,0,0,313,303,5,0,3,2,0,0,0,240,235,2,0,1,2,0,0,0,251,238,5,0,0,0,0,2,6,328,302,15,1,0,0,0,251,238,5,0,0,0,0
19187187037,4,19187187037,918,402,493,1001,441,545,989,453,512,807,394,400,701,572,0,959,332,597,970,399,507,1691,1514,88,58,24,10,0,58,24,10,0,0,2171,1911,143,84,26,12,0,0,0,1447,1326,53,29,24,24,0,29,24,24,0,0,0,2001,1792,111,55,24,24,0,50,24,24,0,0,5,1872,1706,67,64,27,10,3,0,0,1592,1488,42,39,18,7,1,0,0,1485,1328,68,43,18,0,0,1,27,1795,1559,100,102,20,19,0,1485,1328,68,59,19,13,0
19121121004,3,19121121004,373,120,248,438,141,294,438,142,288,346,117,222,300,195,0,357,87,260,361,109,229,429,410,12,2,2,2,0,0,2,0,0,0,575,534,23,4,16,3,7,0,0,472,431,1,1,28,6,0,0,28,0,0,0,0,608,541,1,5,55,6,0,0,48,0,0,0,14,524,512,3,2,0,7,0,0,0,395,392,1,0,0,2,0,0,0,408,375,9,1,1,0,1,1,20,539,490,14,6,8,7,2,408,375,9,2,5,5,1
19121121003,3,19121121003,766,247,496,886,287,574,885,282,569,658,226,413,585,412,0,763,189,539,778,242,467,959,954,0,4,0,4,0,0,0,0,0,0,1297,1272,0,24,0,3,0,0,0,1000,986,0,8,4,4,0,4,4,0,0,0,0,1349,1309,0,17,18,6,0,1,12,0,0,0,35,1450,1414,12,2,15,4,0,0,0,992,973,7,0,9,3,0,0,0,1016,965,20,5,0,2,0,7,17,1410,1332,26,19,3,24,1,1016,965,20,7,1,14,1
19087087001,1,19087087001,664,198,454,743,200,532,736,215,490,572,187,371,460,349,0,720,172,516,729,199,479,1082,1022,15,0,15,31,0,0,15,4,0,0,1476,1342,65,8,16,66,0,0,0,1245,1191,10,0,0,49,0,0,0,4,0,0,0,1566,1425,51,4,0,59,0,0,0,2,0,0,86,1536,1444,45,21,19,7,0,0,0,1164,1114,29,7,8,6,0,0,0,1083,1021,27,0,6,1,0,5,23,1420,1325,43,11,14,17,3,1083,1021,27,0,11,16,0
19121121005,3,19121121005,526,162,353,630,196,421,626,194,417,476,161,304,412,267,0,491,120,357,495,149,315,612,576,22,7,7,7,0,0,7,0,0,0,825,770,31,11,26,9,13,0,0,671,615,0,2,46,11,0,0,46,0,0,0,0,868,775,0,11,81,12,0,0,69,0,0,0,26,747,724,2,5,16,0,0,0,0,542,530,1,5,6,0,0,0,0,747,705,11,7,6,0,0,2,16,1074,988,20,25,22,11,3,747,705,11,11,8,4,1
19121121016,3,19121121016,484,120,342,557,127,407,549,140,379,413,114,287,352,233,0,492,108,356,497,122,340,713,693,10,10,0,4,0,10,0,4,0,0,925,888,15,22,0,2,2,0,0,866,846,15,0,0,4,0,0,0,4,0,0,0,1132,1097,24,7,0,5,1,0,0,5,0,0,7,962,937,3,6,7,5,0,0,0,644,627,3,4,4,3,0,0,0,684,662,6,2,4,0,0,1,9,971,934,13,5,14,4,1,684,662,6,4,6,4,1
19027027012,4,19027027012,343,85,253,406,85,318,397,97,292,306,83,218,253,203,0,356,83,259,370,79,266,548,544,0,4,0,4,0,4,0,0,4,0,767,742,15,7,0,6,1,0,0,656,586,0,63,0,2,0,0,0,0,0,2,0,851,774,6,63,0,6,2,0,0,0,0,0,67,732,720,4,5,5,2,0,0,0,516,511,3,3,1,1,0,0,0,568,556,3,4,0,0,0,0,5,766,743,5,11,0,7,1,568,556,3,4,0,6,0
19169169103,4,19169169103,1406,826,482,1555,965,522,1531,947,511,1183,744,379,1086,809,0,1479,727,648,1520,833,457,2362,2069,98,24,170,6,0,24,105,6,0,0,3426,2232,165,60,960,5,0,0,0,2321,2092,46,28,159,4,0,17,104,4,0,0,0,3357,2221,120,36,840,5,0,26,730,5,0,23,232,2740,2098,117,158,352,18,6,0,0,2374,1854,84,98,323,15,6,0,0,3782,2563,280,255,519,7,0,8,150,4271,2805,344,437,589,73,5,3782,2563,280,300,556,57,2
19169169101,4,19169169101,1551,854,606,1785,1063,634,1761,1016,673,1265,756,474,1148,865,0,1589,700,788,1637,829,582,2564,2275,132,30,81,53,0,30,81,49,0,0,3368,2696,263,121,219,89,0,0,0,2554,2294,77,61,85,38,0,51,84,29,0,0,0,3306,2669,179,107,287,62,0,99,280,30,0,6,43,2967,2523,115,155,175,13,4,0,0,2459,2150,66,90,146,10,1,0,0,2665,2224,156,84,95,12,4,18,72,3140,2568,196,154,137,55,8,2665,2224,156,102,111,41,6
19169169006,4,19169169006,112,28,82,113,24,85,113,27,81,101,31,66,88,68,0,136,25,105,136,35,98,136,134,0,0,2,0,0,0,0,0,0,0,177,172,0,0,2,0,0,0,0,143,136,0,0,2,3,0,0,0,0,0,0,0,185,172,1,0,2,7,0,0,0,0,0,0,9,187,182,0,0,1,0,0,0,0,154,149,0,0,1,0,0,0,0,134,127,1,0,0,0,0,1,5,189,178,2,4,2,3,0,134,127,1,2,2,3,0
19117117007,3,19117117007,1814,592,1186,2099,645,1421,2054,652,1329,1499,552,912,1312,985,0,1903,523,1311,1939,624,1197,3111,3076,23,12,0,4,0,8,0,0,0,0,4107,3939,148,14,0,6,0,0,0,3062,2988,30,39,0,4,0,24,0,0,0,0,0,4071,3866,165,41,0,1,0,23,0,0,0,0,18,4322,4227,50,11,15,13,4,0,0,3258,3195,34,3,7,12,4,0,0,3241,3016,112,9,13,3,0,3,85,4193,3871,155,41,49,55,13,3241,3016,112,29,26,46,5
19115115005,1,19115115005,417,138,269,486,150,329,483,156,301,315,116,192,257,169,0,449,133,297,453,138,284,747,732,10,8,0,0,0,8,0,0,0,0,982,944,28,11,0,0,0,0,0,661,637,8,1,4,9,0,1,4,0,0,0,0,839,796,30,1,2,14,0,1,2,0,0,0,14,1063,984,63,5,6,4,1,0,0,800,763,29,2,3,3,0,0,0,768,699,49,6,1,0,0,0,13,973,885,67,10,4,13,0,768,699,49,9,2,12,0
19115115004,1,19115115004,280,94,179,345,111,221,342,117,211,228,82,142,188,124,0,282,75,194,288,92,179,482,364,84,35,0,0,0,35,0,0,0,0,684,419,231,35,0,0,0,0,0,539,413,89,39,0,0,0,39,0,0,0,0,0,790,478,273,38,0,0,0,38,0,0,0,0,0,683,467,199,1,11,6,0,0,0,477,365,103,1,4,5,0,0,0,506,346,108,4,25,1,0,1,21,688,427,182,8,55,20,0,506,346,108,8,29,16,0
19115115003,1,19115115003,1038,457,559,1191,507,659,1177,516,613,881,409,455,743,565,0,1083,415,618,1103,487,553,1889,1369,462,40,14,4,0,30,14,0,0,0,3194,1676,1069,63,377,8,0,0,0,1845,1249,526,49,30,8,0,45,30,0,0,0,0,3203,1601,1122,69,387,47,0,64,387,0,0,17,12,2960,1681,1141,50,96,13,6,0,0,2183,1358,711,33,85,7,2,0,0,2119,1204,720,26,134,2,0,6,27,2791,1430,1083,41,204,48,1,2119,1204,720,32,139,31,0
19115115010,1,19115115010,1228,393,816,1388,413,952,1361,426,895,1027,378,631,821,548,0,1323,339,928,1333,396,867,2146,1928,140,14,35,29,0,14,0,29,0,0,2843,2479,265,30,48,29,0,0,0,2090,1901,124,19,45,0,0,15,0,0,0,0,0,2659,2319,241,42,65,0,0,15,0,0,0,0,84,2755,2485,226,20,14,11,2,0,0,2047,1899,120,12,8,7,2,0,0,2101,1853,157,11,6,5,0,2,67,2684,2343,222,43,22,52,4,2101,1853,157,23,19,46,4
19107107020,1,19107107020,142,33,107,160,34,124,161,41,117,116,29,84,94,66,0,148,30,112,149,30,113,241,235,1,0,8,0,0,0,8,0,0,0,309,302,1,0,7,0,0,0,0,242,236,1,0,5,1,0,0,5,0,0,0,0,286,277,6,0,5,1,0,0,5,0,0,0,0,314,311,1,1,0,1,0,0,0,240,240,0,0,0,0,0,0,0,204,198,4,0,0,0,0,0,2,271,262,7,1,0,2,0,204,198,4,0,0,2,0
19107107019,1,19107107019,223,54,167,253,49,203,249,57,186,185,46,132,146,107,0,231,53,172,232,58,170,420,413,4,0,0,0,0,0,0,0,0,0,502,493,6,0,0,1,0,0,0,368,359,4,0,0,1,0,0,0,0,0,0,0,477,463,10,0,0,1,0,0,0,1,0,0,1,510,496,9,2,3,0,1,0,0,391,383,4,1,3,0,1,0,0,358,348,4,1,0,0,0,0,5,476,457,7,6,0,3,1,358,348,4,1,0,3,0
19107107013,1,19107107013,92,23,68,102,22,77,99,23,74,81,22,58,63,47,0,92,18,73,93,21,68,133,128,0,1,1,1,0,0,1,1,1,0,170,165,1,2,1,1,0,0,0,125,123,0,1,1,0,0,0,1,0,0,1,0,162,159,0,2,0,1,0,1,0,0,0,0,1,170,165,3,2,0,0,0,0,0,131,128,2,1,0,0,0,0,0,133,122,1,0,1,0,0,0,9,163,152,1,1,2,6,0,133,122,1,1,2,6,0
19107107022,1,19107107022,342,81,256,399,87,305,391,98,283,278,70,202,225,159,0,356,71,269,359,71,271,459,459,0,0,0,0,0,0,0,0,0,0,556,556,0,0,0,0,0,0,0,516,507,0,9,0,0,0,0,0,0,0,0,0,672,651,0,21,0,0,0,0,0,0,0,0,21,764,740,11,11,2,0,1,0,0,577,566,7,3,1,0,0,0,0,557,536,9,2,0,0,0,0,10,728,690,18,11,0,7,0,557,536,9,2,0,7,0
