GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,Total_2020_TotalAdj,White_2020_TotalAdj,Hispanic_2020_TotalAdj,Black_2020_TotalAdj,Asian_2020_TotalAdj,Native_2020_TotalAdj,Pacific_2020_TotalAdj
0900303-009,1,0900303-009,2064,1422,581,2329,1775,528,1969,1183,614,1953,1398,528,1940,1281,637,2105,1461,594,2117,1439,583,2851,2023,253,519,55,0,0,516,55,0,0,0,3162,2064,302,834,84,0,0,0,0,2776,2042,190,477,74,0,0,476,73,0,0,0,0,3001,2086,233,686,81,0,0,590,81,0,0,0,11,2956,1974,121,812,75,23,8,0,0,2575,1850,80,589,62,15,5,0,0,2966,2133,136,448,116,0,3,20,110,3318,2265,196,691,161,55,5,2966,2133,136,526,141,43,5,3321,2266,196,691,161,55,5
0900101-005,5,0900101-005,390,166,215,468,223,234,362,135,219,359,150,200,354,138,214,403,190,210,399,166,210,530,476,40,0,12,0,0,0,12,0,0,0,757,670,67,0,18,0,0,0,0,520,461,27,0,29,0,0,0,29,0,0,0,0,699,615,41,1,41,0,0,1,39,0,0,0,2,758,659,45,13,33,4,2,0,0,571,507,28,8,25,2,0,0,0,556,483,26,8,19,0,0,7,13,708,598,46,14,26,5,0,556,483,26,10,20,0,0,708,598,46,14,26,5,0
0901111-032,2,0901111-032,678,318,338,842,415,415,605,237,324,594,308,273,593,228,352,732,423,282,745,309,397,1473,1249,110,80,16,21,0,69,16,5,0,0,1773,1474,150,122,40,21,0,0,0,1448,996,143,234,31,34,0,220,28,17,0,21,0,1699,1188,174,290,40,48,21,223,30,15,0,3,66,1870,1577,111,80,69,55,6,0,0,1494,1291,74,52,47,36,4,0,0,1360,1076,96,38,38,35,5,6,66,1679,1279,129,84,73,90,12,1360,1076,96,57,42,67,12,1683,1283,129,84,73,90,12
0900909-175,5,0900909-175,82,40,41,105,58,45,72,31,41,70,33,36,66,31,35,90,48,41,94,45,46,157,110,24,11,11,4,0,10,7,0,0,0,220,129,27,35,33,19,0,0,0,172,104,23,33,10,3,0,23,6,0,0,0,0,252,139,30,55,28,14,0,34,18,0,0,1,31,222,73,91,61,4,3,1,0,0,157,61,59,38,2,2,0,0,0,177,77,49,33,1,0,0,5,12,237,90,67,73,5,9,0,177,77,49,46,1,8,0,239,90,67,73,5,9,0
0900909-030,3,0900909-030,172,68,102,199,71,127,168,55,108,163,68,94,159,58,101,171,97,72,177,60,112,299,277,9,11,3,0,0,11,0,0,0,0,350,321,9,17,3,0,0,0,0,278,256,10,11,2,0,0,11,0,0,0,0,0,324,296,10,16,2,0,0,16,0,0,0,0,2,382,330,32,11,9,2,0,0,0,305,270,20,8,7,2,0,0,0,277,222,44,3,6,2,0,0,0,321,262,48,4,6,2,0,277,222,44,3,6,2,0,321,262,48,4,6,2,0
0900909-104,3,0900909-104,1051,829,212,1310,981,323,1071,820,235,1029,847,175,981,767,208,911,776,124,995,776,197,3040,925,1131,915,34,31,0,895,34,10,20,0,3407,928,1354,1055,58,33,22,0,0,3091,1022,1071,918,53,8,0,918,53,8,0,20,0,3402,1029,1214,1079,73,9,19,1078,54,8,0,0,19,3293,1303,883,1081,84,44,9,0,0,2662,1252,611,750,78,41,5,0,0,2859,986,871,857,42,11,1,17,74,3360,1008,1152,1184,60,96,5,2859,986,871,963,54,83,5,3378,1012,1159,1190,60,96,5
0900101-075,4,0900101-075,1318,825,471,1581,997,560,1183,708,470,1173,772,392,1146,683,457,1371,898,435,1447,895,509,2035,1311,309,186,239,29,0,161,232,0,0,0,3548,1821,1141,410,304,32,0,0,0,2290,1447,500,143,196,22,0,126,192,0,0,0,0,3742,1997,1155,331,350,28,0,169,327,0,0,5,90,3738,2129,847,403,341,27,10,0,0,2956,1800,596,266,267,18,8,0,0,3126,1718,801,183,256,1,1,43,123,3910,1994,1094,341,352,58,5,3126,1718,801,235,277,45,5,3918,1998,1096,341,352,58,5
0900909-048,3,0900909-048,265,144,116,318,175,137,207,94,106,205,118,85,204,108,93,327,204,118,335,167,153,450,345,24,37,44,0,0,37,43,0,0,0,606,403,74,61,69,0,0,0,0,417,311,21,42,42,0,0,42,41,0,0,0,0,553,364,66,62,61,0,0,61,59,0,0,0,3,502,418,19,44,23,3,0,0,0,392,334,14,30,14,1,0,0,0,444,292,53,55,32,0,0,3,9,523,332,65,87,40,4,0,444,292,53,66,33,3,0,524,333,65,87,40,4,0
0900303-122,1,0900303-122,1126,570,520,1344,723,605,1027,414,525,1024,554,465,983,463,508,1170,700,444,1194,563,570,1631,1261,190,47,134,0,0,17,134,0,0,0,2090,1526,189,99,276,0,0,0,0,1670,1430,80,35,125,0,0,20,125,0,0,0,0,2066,1638,82,87,259,0,0,60,248,0,0,0,38,2137,1758,125,107,141,10,0,0,0,1684,1432,83,65,98,6,0,0,0,1734,1387,99,58,133,1,2,6,48,2134,1650,152,116,192,22,3,1734,1387,99,81,144,13,3,2136,1652,152,116,192,22,3
0900101-053,5,0900101-053,341,233,100,493,330,155,314,203,100,306,226,75,300,205,92,292,205,78,332,221,100,835,429,227,163,7,5,0,143,7,0,0,0,2073,725,1017,253,86,12,0,0,0,980,454,441,79,8,0,0,79,8,0,0,0,0,1762,601,922,240,34,0,0,150,34,0,0,49,8,1880,557,971,182,118,23,2,0,0,1381,460,665,126,85,13,1,0,0,1427,265,888,54,66,0,1,79,74,2001,331,1298,171,92,52,2,1427,265,888,111,70,43,2,2010,331,1304,171,92,52,2
0900101-073,4,0900101-073,414,241,170,469,280,186,396,208,185,390,247,142,389,216,171,426,252,172,423,250,168,394,349,23,13,9,0,0,9,7,0,0,0,488,394,27,21,48,0,0,0,0,410,341,43,3,23,1,0,1,20,1,0,0,0,505,358,82,5,58,1,0,3,45,1,0,0,13,535,450,36,13,39,2,1,0,0,473,403,31,11,30,2,0,0,0,551,473,19,11,32,0,0,0,16,582,488,26,25,39,2,2,551,473,19,17,39,1,2,582,488,26,25,39,2,2
0900101-190,3,0900101-190,826,583,229,1059,749,296,738,488,231,705,516,180,684,480,199,853,659,179,906,606,273,1534,762,252,498,2,0,0,478,2,0,15,0,2025,858,457,759,33,11,0,0,0,1582,557,440,554,0,0,0,539,0,0,0,25,0,1987,607,631,809,26,19,0,692,0,0,0,0,56,2257,1184,502,484,103,14,6,0,0,1693,985,325,316,73,9,6,0,0,1795,638,523,492,47,0,0,12,83,2281,711,739,790,68,35,8,1795,638,523,579,55,27,6,2287,712,741,791,68,35,8
0900707-023,3,0900707-023,1200,799,370,1443,991,428,1100,646,401,1083,744,326,1070,664,387,1228,921,277,1272,803,403,2257,1444,300,444,52,16,0,425,38,0,0,0,2880,1662,559,835,73,18,0,0,0,2553,1630,300,492,106,29,0,425,31,0,0,0,0,3074,1739,576,872,144,31,0,515,69,0,0,1,173,2659,1820,219,464,181,26,5,0,0,2213,1615,142,309,155,17,5,0,0,2246,1381,246,400,106,7,1,6,99,2732,1540,364,688,151,41,1,2246,1381,246,480,125,32,1,2740,1544,364,689,151,41,1
0900303-072,1,0900303-072,230,199,24,275,243,28,202,168,24,193,173,15,181,152,22,261,225,28,268,233,24,709,178,177,338,5,14,0,336,5,0,0,0,1008,233,207,597,10,17,0,0,0,519,167,173,180,0,0,0,173,0,0,0,0,0,817,280,243,317,4,0,0,206,4,0,0,0,85,994,156,587,228,33,12,3,0,0,730,138,404,160,26,10,2,0,0,823,120,377,266,8,4,0,16,32,1023,135,476,413,14,30,0,823,120,377,323,10,24,0,1024,135,476,413,14,30,0
0900909-127,3,0900909-127,1113,1016,81,1292,1144,137,1018,918,83,983,915,55,963,883,74,1193,1101,65,1260,1138,88,4151,1849,618,1559,95,42,0,1440,76,0,27,0,5047,1918,1051,2063,147,62,48,0,0,4568,1694,685,2018,124,3,0,1899,102,0,0,45,0,5559,1783,1005,2776,187,28,58,2369,114,0,0,53,239,5699,2241,732,2712,96,78,12,0,0,4714,2123,520,2023,85,58,10,0,0,3440,917,561,1709,99,12,2,32,108,4167,1021,734,2332,149,78,8,3440,917,561,1876,126,68,6,4209,1024,741,2360,149,78,8
0900909-006,3,0900909-006,1248,555,668,1443,665,762,1161,395,719,1121,527,581,1100,416,670,1318,783,512,1356,536,764,2338,1905,228,183,8,15,0,173,8,0,0,0,2938,2374,359,183,13,68,0,0,0,2298,1962,206,41,52,36,0,37,52,0,0,0,0,2891,2369,353,43,99,113,0,36,91,0,0,0,43,2638,2236,258,101,38,23,2,0,0,2142,1866,174,59,24,22,2,0,0,2134,1679,270,97,25,0,0,4,59,2554,1940,393,163,40,35,2,2134,1679,270,134,30,33,2,2556,1942,393,163,40,35,2
0900909-106,3,0900909-106,923,774,138,1261,1005,246,798,653,134,785,676,102,705,581,112,965,858,92,1033,872,140,3186,905,1305,865,37,124,0,799,37,7,0,0,5138,1057,2641,1298,129,138,0,0,0,3417,828,1176,1288,65,85,0,1244,65,4,0,0,0,5405,1184,2316,1699,230,89,0,1632,178,5,0,0,91,4542,1155,1672,1594,239,58,5,0,0,3331,1030,1078,1098,180,45,2,0,0,3312,715,1342,981,145,7,3,18,101,4588,810,1978,1727,226,124,5,3312,715,1342,1160,160,85,4,4624,815,1991,1740,227,124,5
0900303-007,1,0900303-007,1807,732,1027,2138,895,1209,1690,549,1029,1670,728,928,1616,585,1012,1829,921,871,1901,717,1106,2456,2278,95,78,5,0,0,78,0,0,0,0,3335,2877,197,153,124,15,0,0,0,2700,2614,62,26,2,0,0,26,2,0,0,0,0,3621,3333,112,78,78,13,0,26,27,0,0,28,91,3277,3125,74,14,53,7,2,0,0,2509,2421,42,9,31,2,2,0,0,2533,2337,90,7,43,2,1,3,50,3179,2885,135,24,70,32,2,2533,2337,90,12,47,26,1,3181,2887,135,24,70,32,2
0900101-157,4,0900101-157,507,316,184,589,380,202,464,263,197,461,299,159,461,291,166,530,336,188,542,325,195,708,584,57,15,9,42,0,15,3,41,0,0,945,734,115,24,32,43,4,0,0,663,594,25,14,7,20,0,14,3,17,0,0,0,874,742,56,15,30,20,11,15,16,17,11,0,16,928,790,44,31,60,2,0,0,0,701,604,33,22,41,1,0,0,0,731,606,42,28,49,0,0,3,3,903,746,53,33,64,5,0,731,606,42,30,50,5,0,904,747,53,33,64,5,0
0900101-185,4,0900101-185,291,186,101,337,240,93,281,155,122,278,188,89,270,162,107,292,178,110,298,192,95,409,369,16,8,14,3,0,7,14,0,0,0,554,471,17,10,57,3,0,0,0,443,401,13,8,20,0,3,8,20,0,3,0,0,590,497,13,8,67,0,6,8,54,0,3,0,17,533,485,17,7,21,2,0,0,0,379,353,10,7,12,1,0,0,0,420,363,22,10,22,0,0,0,3,531,424,44,24,47,4,0,420,363,22,11,24,2,0,531,424,44,24,47,4,0
0900101-046,5,0900101-046,1085,621,440,1255,773,463,1026,558,446,1007,632,363,991,564,423,1072,570,451,1181,641,491,1273,1107,114,34,17,0,0,34,17,0,0,0,1738,1321,366,34,17,17,0,0,0,1361,1147,118,17,71,0,0,16,71,0,0,0,0,1707,1195,396,21,79,20,0,16,75,0,0,19,5,2135,1788,198,79,77,10,6,0,0,1693,1467,128,46,49,2,3,0,0,1807,1330,268,48,56,0,0,33,72,2160,1517,377,145,84,34,2,1807,1330,268,99,62,23,2,2160,1517,377,145,84,34,2
0900909-082,3,0900909-082,373,134,231,449,183,260,334,87,243,326,129,195,324,98,221,399,195,193,415,112,277,485,414,23,46,0,0,0,46,0,0,0,0,642,559,38,46,0,0,0,0,0,663,562,72,29,0,0,0,29,0,0,0,0,0,827,606,191,30,0,0,0,30,0,0,0,0,0,823,717,52,26,24,5,3,0,0,675,597,36,20,16,3,3,0,0,687,541,63,29,32,2,0,2,18,847,632,116,56,40,8,1,687,541,63,50,34,4,1,847,632,116,56,40,8,1
0900303-142,1,0900303-142,1492,708,747,1792,878,879,1371,539,756,1355,684,660,1316,567,723,1553,878,646,1573,693,815,2399,2253,74,5,67,0,0,5,54,0,0,0,3020,2788,105,13,120,0,0,0,0,2699,2532,69,6,93,0,0,3,70,0,0,0,0,3135,2898,102,5,130,0,0,1,80,0,0,0,55,2984,2829,61,35,55,11,1,0,0,2360,2264,37,20,39,8,1,0,0,2251,2086,72,17,38,0,1,2,35,2756,2508,109,44,57,20,3,2251,2086,72,23,39,18,3,2756,2508,109,44,57,20,3
0901111-005,2,0901111-005,520,261,245,615,337,268,485,194,253,476,258,215,474,199,271,527,319,198,540,259,255,705,638,22,5,22,9,0,5,22,9,4,0,1058,936,22,25,44,49,0,0,0,705,637,40,2,16,0,0,2,16,0,0,10,0,1004,871,39,36,58,34,0,2,58,0,0,0,34,1096,1026,28,19,14,12,0,0,0,794,750,19,11,8,10,0,0,0,810,721,25,6,10,0,0,7,41,1018,879,50,22,19,25,0,810,721,25,13,11,18,0,1018,879,50,22,19,25,0
0900303-111,5,0900303-111,331,212,109,448,278,160,286,167,108,281,192,86,250,155,88,350,249,87,370,232,123,820,416,256,144,0,0,0,144,0,0,0,0,1053,489,387,185,0,0,0,0,0,807,365,285,156,1,0,0,156,1,0,0,0,0,1125,389,458,369,3,0,0,190,3,0,0,0,84,1042,537,354,151,25,5,0,0,0,805,468,232,101,20,5,0,0,0,786,376,297,84,16,0,0,2,11,1009,424,452,126,24,14,1,786,376,297,102,21,11,1,1015,426,454,126,24,14,1
0900909-058,5,0900909-058,708,533,160,867,618,235,618,428,160,611,493,108,592,440,144,758,609,122,825,616,178,1971,727,825,368,37,62,0,315,22,1,0,0,3143,873,1769,497,48,96,10,0,0,1698,665,655,306,60,57,0,261,20,1,0,0,0,2879,866,1591,460,68,151,9,310,21,1,0,0,95,3549,1240,1817,563,53,53,7,0,0,2407,1037,1048,342,38,32,3,0,0,2344,634,1257,314,39,4,3,17,76,3266,725,1920,685,84,81,13,2344,634,1257,455,54,65,11,3291,728,1937,691,84,81,13
0900909-114,3,0900909-114,452,410,33,539,488,45,414,365,39,398,363,30,377,334,34,488,442,32,510,466,25,1059,403,131,440,86,40,0,373,86,0,0,0,1875,474,350,642,438,42,0,0,0,1117,426,213,429,50,4,0,422,49,0,0,0,0,2092,569,457,699,454,1,0,572,450,0,0,31,11,1896,470,221,848,363,29,2,0,0,1461,422,159,601,278,20,1,0,0,1712,431,284,623,308,6,0,13,47,2126,462,367,850,441,50,2,1712,431,284,668,323,37,2,2140,463,370,858,441,50,2
0900909-078,3,0900909-078,328,145,174,380,162,207,291,115,166,285,126,156,284,109,172,357,200,152,373,160,194,719,582,116,17,0,4,0,17,0,0,0,0,907,638,248,15,0,6,0,0,0,621,534,19,9,55,0,0,9,55,0,0,0,0,718,568,24,41,74,0,0,7,57,0,0,0,60,995,863,54,48,28,0,1,0,0,843,757,36,30,20,0,1,0,0,817,652,87,50,4,1,0,3,20,995,759,140,82,8,17,3,817,652,87,69,7,9,3,995,759,140,82,8,17,3
0900909-118,3,0900909-118,129,128,1,156,148,8,114,110,4,111,110,1,103,101,2,150,148,1,160,158,1,362,26,73,259,2,0,0,259,2,0,0,0,450,25,162,277,1,0,0,0,0,374,29,82,254,2,0,0,247,2,0,0,6,0,496,30,206,239,1,6,0,211,1,0,0,37,12,537,14,47,480,3,10,1,0,0,368,12,25,330,2,7,1,0,0,400,9,48,315,5,0,0,3,20,587,13,100,484,14,13,0,400,9,48,345,8,10,0,590,13,100,487,14,13,0
0900909-152,3,0900909-152,1454,763,656,1738,955,747,1361,606,698,1338,737,577,1303,611,673,1493,935,527,1529,746,716,2769,2437,75,108,90,0,0,108,74,0,56,0,3227,2783,154,124,119,3,55,0,0,2580,2319,84,31,103,0,0,31,86,0,0,42,0,2987,2626,136,41,149,2,40,33,123,0,0,0,70,2981,2664,118,45,150,16,0,0,0,2353,2130,81,33,99,9,0,0,0,2593,2218,194,37,77,0,0,8,59,3152,2596,275,78,163,25,8,2593,2218,194,51,97,19,5,3155,2598,275,78,163,25,8
0900101-197,3,0900101-197,588,353,222,786,497,276,523,282,228,518,331,184,486,272,209,589,394,182,618,335,256,1042,696,189,86,4,33,0,74,4,0,46,0,1409,887,243,247,88,51,15,0,0,1054,670,147,153,6,60,0,138,6,0,0,36,0,1485,817,240,355,71,106,0,241,10,0,0,7,176,1314,779,263,227,59,9,2,0,0,1007,648,169,151,44,9,1,0,0,1035,621,222,133,23,0,0,3,33,1342,738,337,239,45,14,5,1035,621,222,166,31,13,4,1345,739,337,239,45,14,5
0900303-042,2,0900303-042,551,276,259,689,358,320,461,197,236,451,246,199,441,206,231,625,369,236,649,276,339,867,622,165,76,2,1,0,74,1,0,1,0,1076,783,212,83,4,4,0,0,0,986,829,84,24,52,0,0,24,52,0,0,0,0,1153,980,97,23,51,0,0,23,51,0,0,0,0,1044,955,36,43,6,6,0,0,0,844,785,23,28,5,5,0,0,0,1102,917,33,41,46,3,0,3,59,1321,1084,43,63,73,39,0,1102,917,33,52,55,30,0,1324,1087,43,63,73,39,0
0900101-154,4,0900101-154,1033,617,403,1244,766,461,962,515,436,953,577,373,946,563,379,1039,646,372,1062,633,401,1294,1044,55,62,128,0,0,62,117,0,5,0,1835,1289,221,76,253,0,16,0,0,1490,1169,88,65,163,0,0,65,158,0,0,4,0,1969,1374,266,83,260,0,9,65,239,0,0,0,30,1849,1532,100,64,151,4,0,0,0,1424,1204,67,45,108,1,0,0,0,1425,1133,98,38,121,0,0,6,29,1777,1341,164,72,186,9,1,1425,1133,98,51,127,9,0,1778,1342,164,72,186,9,1
0900909-086,3,0900909-086,486,236,233,609,311,289,421,171,226,408,210,183,406,182,214,528,304,202,552,235,289,790,546,77,94,23,42,0,48,15,0,54,0,1068,653,101,268,102,56,0,0,0,1129,751,86,186,21,39,0,144,13,0,0,81,0,1479,1023,106,313,125,40,0,141,14,0,0,0,189,1623,1323,145,103,52,17,0,0,0,1271,1085,88,58,32,10,0,0,0,1214,842,195,89,7,2,3,16,60,1547,991,297,151,29,34,7,1214,842,195,102,18,27,7,1555,996,298,152,29,34,7
0900101-122,4,0900101-122,591,307,270,704,435,259,534,246,274,533,290,239,522,254,266,627,303,312,624,314,270,796,627,12,18,122,18,0,18,122,0,0,0,1303,1045,36,40,151,40,0,0,0,940,700,0,55,190,0,0,55,190,0,0,0,0,1445,1040,0,106,283,16,0,106,256,16,0,0,27,1141,1038,47,8,45,5,3,0,0,782,723,28,6,25,3,1,0,0,770,620,40,10,85,1,0,2,12,1079,852,54,18,143,3,0,770,620,40,13,92,3,0,1079,852,54,18,143,3,0
0900303-102,5,0900303-102,120,88,30,150,111,38,109,73,28,98,74,23,82,54,27,135,109,23,149,108,40,192,56,92,25,19,0,0,25,19,0,0,0,298,61,172,41,34,0,0,0,0,205,61,86,40,18,0,0,40,18,0,0,0,0,343,66,155,98,28,0,0,94,28,0,0,0,0,279,221,31,17,8,5,1,0,0,275,221,29,17,4,5,0,0,0,287,126,111,45,2,0,0,0,3,306,128,122,64,5,1,0,287,126,111,57,3,1,0,306,128,122,64,5,1,0
0900101-140,4,0900101-140,269,198,67,354,256,95,237,167,68,229,176,52,234,173,60,278,210,63,300,215,65,493,286,86,19,108,0,0,19,108,0,0,0,660,312,95,18,264,0,0,0,0,664,401,50,133,81,0,0,66,81,0,0,0,0,795,442,62,135,157,0,0,66,138,0,0,0,88,743,388,182,100,75,11,1,0,0,597,332,132,73,58,9,1,0,0,838,483,123,98,108,7,0,4,15,956,506,166,132,152,18,3,838,483,123,110,118,14,1,956,506,166,132,152,18,3
0900909-055,5,0900909-055,727,522,186,913,602,300,630,431,178,608,464,133,601,418,173,763,597,136,861,624,200,2503,1029,1198,245,19,4,15,245,19,4,0,0,3374,1150,1862,323,32,12,21,0,0,2826,1079,1442,280,18,4,8,280,15,4,8,0,0,3876,1344,2113,385,27,11,16,320,20,4,0,0,80,3448,1276,1585,639,56,82,23,0,0,2504,1067,1040,409,43,41,13,0,0,2661,856,1361,322,33,3,0,7,79,3492,956,1935,637,69,119,14,2661,856,1361,454,47,91,8,3517,961,1950,641,69,119,14
0900101-200,4,0900101-200,1744,1175,538,2036,1512,489,1636,959,654,1634,1157,464,1610,1042,562,1790,1154,603,1796,1248,463,2116,1779,158,20,162,0,0,3,142,0,0,0,3569,2812,329,144,345,50,0,0,0,2257,1911,150,11,182,0,0,3,93,0,0,0,0,3447,2840,331,94,247,52,0,1,122,0,0,0,152,3171,2789,128,53,196,7,4,0,0,2169,1953,71,34,111,4,3,0,0,2404,2005,145,48,145,3,0,4,54,3335,2705,224,113,253,10,0,2404,2005,145,66,161,10,0,3336,2706,224,113,253,10,0
0900101-030,4,0900101-030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0900101-006,5,0900101-006,34,15,19,41,20,21,31,12,19,32,14,18,31,12,19,36,17,19,36,15,19,46,42,3,0,0,0,0,0,0,0,0,0,66,60,5,0,0,0,0,0,0,45,41,2,0,2,0,0,0,2,0,0,0,0,59,56,2,0,2,0,0,0,2,0,0,0,0,68,59,4,2,3,0,0,0,0,51,45,2,1,2,0,0,0,0,62,50,5,3,3,0,0,0,1,84,61,16,4,4,0,1,62,50,5,3,4,0,1,84,61,16,4,4,0,1
0900303-148,1,0900303-148,1519,668,819,1831,855,945,1404,482,855,1387,629,739,1316,500,802,1598,880,697,1614,670,883,2069,2012,33,6,17,0,0,6,17,0,0,0,2689,2573,74,18,23,0,0,0,0,2064,2023,22,5,14,0,0,5,11,0,0,0,0,2620,2519,63,17,19,1,0,17,16,0,0,0,4,2680,2474,73,44,87,13,0,0,0,2004,1878,49,25,49,10,0,0,0,2141,1946,72,15,45,2,0,5,56,2751,2473,118,40,66,37,2,2141,1946,72,30,51,28,2,2751,2473,118,40,66,37,2
0900303-052,2,0900303-052,780,436,322,907,567,326,720,342,323,714,413,295,707,366,339,809,476,322,814,457,318,920,806,14,0,73,14,0,0,73,0,9,0,1320,1126,37,14,141,14,0,0,0,847,733,50,4,55,9,0,4,55,0,0,0,0,1234,977,139,4,80,10,0,4,80,0,0,0,34,1402,1248,33,28,96,3,0,0,0,1069,959,25,16,73,1,0,0,0,1063,899,36,16,76,0,0,8,28,1423,1169,61,35,136,13,1,1063,899,36,26,85,7,0,1424,1170,61,35,136,13,1
0900101-018,4,0900101-018,170,133,35,209,161,48,145,111,34,144,113,31,141,109,32,183,150,27,197,156,36,477,94,155,208,6,0,0,202,6,0,12,0,959,180,355,414,11,12,0,0,0,450,72,198,169,11,0,0,169,11,0,0,0,0,966,162,477,346,11,0,0,257,11,0,0,58,0,870,211,296,307,22,12,3,0,0,653,180,204,220,17,9,3,0,0,692,102,270,202,9,0,0,40,69,970,140,404,296,18,24,0,692,102,270,231,11,18,0,976,140,407,298,18,24,0
0900909-044,3,0900909-044,91,79,11,178,151,27,5,5,0,5,5,0,5,5,0,173,156,14,182,150,26,238,49,103,83,3,0,0,83,3,0,0,0,346,58,164,196,33,24,0,0,0,431,106,201,118,1,0,0,118,1,0,0,0,0,565,77,247,234,37,49,0,136,29,0,0,0,76,526,136,74,311,17,7,2,0,0,396,120,49,220,12,5,2,0,0,339,106,54,153,14,0,0,3,9,445,135,69,232,17,9,0,339,106,54,170,15,9,0,445,135,69,232,17,9,0
0900505-053,1,0900505-053,85,41,42,100,49,50,75,31,41,75,36,37,74,33,41,90,52,35,94,44,47,184,173,8,0,3,0,0,0,3,0,0,0,254,229,18,9,4,0,0,0,0,170,159,2,2,3,4,0,2,3,0,0,0,0,204,193,2,2,3,4,0,2,3,0,0,0,4,256,239,7,5,6,2,1,0,0,205,192,4,4,4,1,1,0,0,208,189,6,1,5,0,0,0,7,255,229,9,6,9,2,3,208,189,6,3,8,2,3,256,230,9,6,9,2,3
0900909-176,5,0900909-176,8,4,4,9,5,4,6,3,3,6,3,3,6,3,3,8,4,4,8,4,4,13,8,4,1,0,0,0,1,0,0,0,0,14,8,5,2,0,0,0,0,0,13,7,3,2,0,0,0,2,0,0,0,0,0,15,9,5,2,0,0,0,2,0,0,0,0,0,19,8,6,5,0,0,0,0,0,14,7,4,3,0,0,0,0,0,14,4,6,0,0,0,0,0,4,36,4,19,8,9,5,0,14,4,6,1,1,5,0,36,4,19,8,9,5,0
0900101-037,5,0900101-037,169,112,53,183,122,59,119,76,39,117,80,34,117,75,41,237,172,58,246,149,87,364,187,97,58,10,3,7,46,10,0,0,0,744,265,302,83,60,7,7,0,0,411,168,182,41,18,0,0,26,18,0,0,0,0,821,235,405,114,44,0,0,85,36,0,0,26,32,861,250,488,57,45,18,5,0,0,664,207,361,42,34,13,2,0,0,694,171,369,33,24,1,0,33,63,970,212,552,88,46,33,0,694,171,369,65,28,28,0,974,212,554,88,46,33,0
