GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_LtG,Dem_2018_LtG,Rep_2018_LtG,Total_2017_SenSp,Dem_2017_SenSp,Rep_2017_SenSp,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
01103003011,2,01103003011,1015,956,58,1221,1129,89,1198,1117,80,916,861,55,911,873,37,913,872,41,811,780,30,1111,1042,58,1097,1026,71,1756,484,83,1182,0,8,0,1182,0,5,0,0,2679,544,629,1505,0,12,0,0,0,1737,519,55,1154,0,10,0,1154,0,8,0,0,0,2527,526,617,1318,0,12,0,1315,0,8,0,8,57,3522,310,442,2752,1,32,18,0,0,2572,261,270,2030,1,22,10,0,0,2438,232,429,1709,10,2,2,0,54,3310,319,755,2214,15,64,3,2438,232,429,1751,15,49,3
01103001501,2,01103001501,4001,718,3229,4564,622,3884,4556,761,3786,3603,735,2860,3587,718,2868,3575,581,2993,2725,741,1922,4946,707,4045,4886,828,4050,7362,6565,133,370,235,51,0,370,197,1,5,0,9703,8470,360,462,373,50,0,0,0,7021,6162,134,364,233,130,0,360,193,0,0,0,0,9033,7804,247,502,330,147,0,493,292,0,0,0,193,9537,8810,177,350,59,152,8,0,0,7052,6573,105,231,38,105,4,0,0,7847,7032,146,290,36,29,1,19,294,10416,9236,206,484,91,338,9,7847,7032,146,323,49,258,2
01103001301,2,01103001301,1245,187,1048,1541,186,1333,1531,236,1290,1080,178,899,1072,184,888,1074,144,929,853,179,659,1404,184,1195,1382,222,1158,2059,1960,16,55,17,5,0,52,1,3,0,0,2768,2525,98,110,17,10,0,0,0,2099,1994,2,46,13,53,0,42,1,33,0,0,0,2895,2774,13,42,14,55,0,40,1,33,0,0,38,3231,3017,21,102,15,84,1,0,0,2511,2346,12,79,12,70,0,0,0,2571,2359,32,35,6,18,0,6,115,3290,2992,56,67,26,109,2,2571,2359,32,42,14,90,0
01103000403,2,01103000403,1330,337,971,1535,329,1174,1528,390,1135,1235,329,905,1227,301,926,1227,253,974,1036,400,609,1420,285,1061,1402,281,1119,1772,1716,28,15,8,6,0,15,8,0,0,0,2225,2095,67,35,23,4,0,0,0,1787,1701,26,50,0,4,0,50,0,0,0,0,0,2254,2095,64,27,0,4,0,6,0,0,0,66,25,2450,2320,34,52,21,17,2,0,0,1838,1754,19,30,19,13,2,0,0,2022,1913,18,32,15,1,0,1,42,2522,2347,41,57,30,46,0,2022,1913,18,37,22,29,0
01103000303,2,01103000303,1570,1080,478,1879,1292,568,1868,1345,519,1346,909,434,1346,926,419,1351,912,438,1171,889,276,1764,1097,620,1725,1104,620,3406,1835,190,1328,0,52,0,1324,0,4,0,0,5455,2028,1351,2009,0,62,0,0,0,3240,1681,263,1263,0,30,0,1259,0,6,0,0,0,5660,2014,1323,2090,144,36,144,2015,0,7,0,44,257,5523,2112,1305,2034,49,77,13,0,0,3883,1737,793,1296,34,51,9,0,0,3812,1257,966,1429,16,14,11,4,115,5432,1512,1656,2123,56,138,18,3812,1257,966,1483,37,97,15
01069000131,7,01069000131,1046,206,837,1372,260,1101,1370,337,1032,862,151,711,857,184,673,862,153,708,635,172,458,1239,209,1010,1221,216,998,2412,2034,12,296,4,67,0,279,1,5,0,0,3080,2560,32,409,8,68,0,0,0,2276,1920,36,234,1,71,0,218,1,6,0,0,0,2877,2372,108,322,4,69,0,295,3,4,0,0,92,3044,2541,33,423,3,57,0,0,0,2360,1994,26,304,2,42,0,0,0,2236,1781,62,273,13,17,0,3,87,2826,2209,81,417,22,96,2,2236,1781,62,290,17,86,0
01017000014,6,01017000014,3892,1460,2409,4798,1678,3055,4778,1860,2913,3662,1276,2376,3615,1359,2254,3603,1289,2309,2248,1145,1083,4402,1478,2830,4353,1522,2823,9095,5820,169,2955,115,45,0,2955,115,45,0,0,11990,7454,215,4040,238,43,0,0,0,8970,5630,105,3060,100,64,0,3060,100,39,0,0,0,11745,7137,155,4104,235,68,0,4095,209,37,0,50,62,12024,7807,179,3866,114,80,9,0,0,9137,6116,103,2782,94,63,5,0,0,10253,6293,274,3125,276,8,4,40,233,13033,7741,432,4285,349,197,23,10253,6293,274,3206,308,151,16
01103002101,2,01103002101,784,112,665,1017,107,893,1016,168,843,672,109,562,667,126,541,673,98,575,484,105,371,914,103,785,898,140,758,1976,1874,15,46,2,30,3,42,2,30,4,0,2648,2473,78,53,2,37,18,0,0,2110,1950,34,42,41,36,11,42,41,15,11,0,0,2826,2552,95,50,40,35,51,43,40,16,51,0,26,2621,2435,61,56,11,66,2,0,0,2051,1912,42,47,4,47,2,0,0,1993,1855,32,28,6,14,0,1,57,2527,2328,50,52,21,78,0,1993,1855,32,34,9,63,0
01063000301,4,01063000301,534,501,33,580,533,44,584,549,35,505,470,35,502,472,30,502,471,31,470,454,15,588,554,31,571,523,48,677,11,0,662,0,4,0,662,0,4,0,0,943,11,0,927,0,6,0,0,0,625,19,5,604,0,3,0,604,0,3,0,0,0,929,20,6,896,0,7,0,894,0,7,0,0,0,1097,40,11,1046,4,0,0,0,0,789,31,4,753,2,0,0,0,0,778,32,3,725,0,0,0,1,17,1088,40,4,1044,3,6,1,778,32,3,742,2,5,1
01017000006,6,01017000006,315,82,230,406,106,297,403,122,281,290,68,221,281,77,204,284,75,209,191,71,119,320,62,247,317,71,246,493,371,0,115,0,5,0,115,0,5,0,0,577,412,0,161,0,5,0,0,0,488,380,0,101,0,3,0,101,0,3,0,0,0,589,441,0,143,0,3,0,143,0,3,0,0,0,631,480,3,142,2,6,0,0,0,518,394,3,115,1,5,0,0,0,554,454,3,71,1,6,0,0,19,650,536,4,86,2,20,0,554,454,3,74,2,18,0
010170001-A,6,010170001-A,225,94,129,267,73,192,271,87,184,213,99,114,209,102,107,209,99,110,155,91,64,239,115,116,234,119,115,461,318,0,135,0,6,0,135,0,6,0,0,567,377,0,187,0,6,0,0,0,460,342,0,114,0,4,0,114,0,3,0,0,0,581,413,0,163,0,4,0,163,0,3,0,1,1,557,407,3,143,1,2,1,0,0,450,339,3,103,1,2,1,0,0,408,250,9,143,0,1,0,0,5,484,289,13,178,1,7,2,408,250,9,146,0,7,2
01017000013,6,01017000013,1641,546,1084,2031,585,1413,2027,699,1325,1532,487,1044,1506,511,994,1499,479,1018,900,410,480,1880,581,1253,1859,595,1263,3870,2636,24,1156,28,13,0,1156,24,13,0,0,4957,3250,59,1472,139,39,0,0,0,3862,2816,36,961,29,20,2,961,19,0,2,0,0,4821,3356,86,1221,130,21,5,1189,113,0,5,0,71,4567,2758,79,1682,36,30,4,0,0,3495,2194,54,1201,27,25,2,0,0,3660,2479,75,996,19,13,0,5,73,4642,3025,102,1414,44,65,1,3660,2479,75,1027,26,57,1
01017000007,6,01017000007,2032,1286,737,2386,1499,854,2379,1566,812,1843,1098,744,1823,1136,686,1815,1122,692,1340,958,375,2352,1415,901,2335,1403,931,4388,1716,21,2607,11,40,0,2562,1,0,0,0,5814,1972,421,3375,9,39,0,0,0,4398,1393,53,2908,5,27,2,2873,1,0,2,0,0,5726,1561,410,3716,8,30,4,3638,1,0,4,0,115,5964,3242,117,2553,20,28,1,0,0,4601,2661,88,1820,12,23,1,0,0,4940,1661,315,2827,16,8,4,7,102,6376,1942,495,3865,40,89,9,4940,1661,315,2917,21,70,7
01041000003,7,01041000003,412,277,134,463,295,165,466,312,153,388,253,135,383,271,112,383,255,128,293,218,73,456,303,149,451,298,153,669,401,4,260,4,0,0,260,0,0,0,0,879,555,11,321,5,0,2,0,0,662,403,6,253,4,0,0,253,0,0,0,0,0,845,553,19,285,3,0,2,267,0,0,2,0,3,875,249,5,622,2,2,0,0,0,657,195,5,458,2,2,0,0,0,700,208,14,458,2,0,0,2,16,873,246,26,588,5,11,3,700,208,14,466,4,8,2
01041000014,7,01041000014,1011,349,658,1147,354,787,1132,379,752,981,339,641,979,398,581,976,311,665,681,285,377,1179,353,811,1169,367,800,2052,1441,7,540,46,29,0,509,46,7,12,0,2658,1793,19,717,120,41,0,0,0,1876,1257,9,580,20,12,0,558,20,0,0,4,0,2438,1580,9,763,76,20,0,674,70,0,0,0,97,2723,1717,53,787,156,14,8,0,0,2079,1374,40,543,112,14,5,0,0,2109,1398,31,590,26,1,2,3,58,2637,1658,37,885,41,17,2,2109,1398,31,637,28,13,2
01041000012,7,01041000012,101,35,65,117,34,82,117,35,81,95,34,61,90,42,48,93,29,63,71,35,35,119,36,80,118,39,78,173,111,1,52,0,6,0,52,0,5,0,0,227,144,1,74,0,6,0,0,0,175,115,3,48,0,8,0,48,0,6,0,0,0,235,142,10,70,0,8,0,70,0,6,0,0,1,255,179,1,69,4,2,0,0,0,194,135,1,53,3,2,0,0,0,188,136,1,40,1,1,0,0,9,232,174,1,46,1,10,0,188,136,1,41,1,9,0
010330006-1,2,010330006-1,242,60,182,293,62,231,291,64,227,218,56,162,219,67,152,215,55,160,154,56,98,280,54,219,275,59,216,622,507,14,90,0,7,0,90,0,7,0,0,804,670,15,104,0,22,0,0,0,482,374,13,72,0,18,0,72,0,16,0,0,0,618,485,12,84,0,50,0,74,0,48,0,0,1,745,661,9,66,0,9,0,0,0,628,559,7,56,0,6,0,0,0,577,511,9,32,4,1,0,0,20,715,629,13,44,8,24,0,577,511,9,33,4,19,0
010330016-1,2,010330016-1,294,116,173,360,135,217,359,150,207,283,114,168,282,116,165,281,100,180,207,103,100,337,107,212,330,117,213,468,441,4,16,0,0,0,15,0,0,0,0,546,499,22,25,0,0,0,0,0,498,490,0,9,0,0,0,9,0,0,0,0,0,620,606,2,14,0,0,0,12,0,0,0,0,2,915,627,22,256,3,7,1,0,0,716,511,10,185,2,4,1,0,0,632,505,13,88,1,6,0,2,17,777,603,23,132,1,19,0,632,505,13,97,1,13,0
010330014-1,2,010330014-1,440,84,352,575,80,489,572,107,464,393,80,311,385,98,287,385,79,306,265,78,183,487,77,397,468,110,357,859,791,5,51,1,14,0,51,1,11,0,0,1031,957,5,52,2,15,0,0,0,860,769,8,59,5,22,0,59,5,7,0,0,0,1017,923,8,59,5,22,0,59,5,7,0,0,15,1090,930,24,117,7,10,3,0,0,834,723,12,87,4,10,0,0,0,843,758,18,39,8,6,0,0,14,1048,934,28,51,10,22,2,843,758,18,43,8,16,0
01085000031,6,01085000031,346,284,62,347,276,70,345,275,70,322,252,70,318,261,57,319,258,61,319,284,35,425,362,62,397,321,76,474,71,8,395,0,0,0,394,0,0,0,0,691,142,8,547,0,0,0,0,0,440,46,8,390,0,0,0,390,0,0,0,0,0,653,85,7,567,0,0,0,557,0,0,0,0,0,786,130,5,653,0,0,0,0,0,576,98,4,475,0,0,0,0,0,488,93,4,382,0,5,0,0,4,598,98,4,492,3,8,0,488,93,4,387,3,8,0
01077000008,2,01077000008,920,184,725,1199,184,1003,1197,250,945,782,163,610,780,188,592,775,163,612,560,166,390,1009,170,801,994,233,761,1785,1732,5,52,1,0,0,50,1,0,0,0,2284,2196,18,70,1,0,0,0,0,1573,1525,3,44,3,0,0,42,2,0,0,0,0,1985,1918,17,48,3,0,0,43,1,0,0,0,7,2382,2309,29,15,14,15,5,0,0,1821,1778,20,6,6,10,1,0,0,2015,1916,34,11,5,4,0,5,40,2564,2413,48,34,13,44,1,2015,1916,34,16,6,33,1
01077000003,2,01077000003,1146,191,948,1426,153,1263,1428,231,1193,1001,196,804,990,218,772,988,172,816,696,177,512,1318,182,1084,1295,278,1016,2135,2080,10,4,4,45,0,4,0,13,0,0,2625,2548,14,16,2,50,0,0,0,1896,1869,4,4,0,20,0,4,0,10,0,0,0,2432,2391,3,14,0,19,0,12,0,9,0,0,14,2739,2681,18,8,8,24,0,0,0,2085,2043,11,5,7,19,0,0,0,2142,2023,31,7,3,9,0,2,67,2716,2549,54,25,8,73,2,2142,2023,31,9,7,62,2
01071000004,1,01071000004,779,88,689,1070,98,965,1054,115,938,646,87,559,641,87,554,640,79,561,401,63,337,851,79,752,803,103,700,2118,2034,0,0,6,77,0,0,6,24,0,0,2696,2603,0,0,15,78,0,0,0,1919,1844,0,0,6,69,0,0,6,20,0,0,0,2555,2474,0,0,10,68,0,0,10,19,0,0,53,2458,2319,41,17,8,76,2,0,0,1894,1796,23,6,3,64,1,0,0,1743,1590,15,2,5,17,0,0,114,2181,1989,21,13,10,145,4,1743,1590,15,11,5,117,1
01071000028,1,01071000028,955,197,752,1284,210,1056,1278,265,1012,808,193,613,809,204,604,804,169,635,542,161,375,1101,184,886,1073,253,820,1859,1675,16,22,0,146,0,22,0,3,0,0,2429,2170,56,22,15,165,0,0,0,1965,1851,7,20,0,95,0,20,0,6,0,0,0,2662,2508,14,20,16,106,0,20,16,6,0,0,101,2929,2667,98,38,3,126,0,0,0,2238,2059,53,24,3,102,0,0,0,2318,2090,86,12,5,16,0,0,109,2901,2590,118,29,8,154,0,2318,2090,86,17,5,117,0
01071000001,1,01071000001,1096,272,818,1447,277,1163,1422,329,1093,935,242,690,926,262,664,913,244,669,512,198,309,1376,318,1013,1338,356,980,2365,2110,65,125,0,59,0,125,0,55,0,0,3056,2651,215,126,0,64,0,0,0,2685,2420,80,115,0,64,0,115,0,54,0,0,0,3342,2908,226,136,0,72,0,115,0,58,0,0,35,3516,3027,72,276,6,147,4,0,0,2681,2358,43,169,6,113,4,0,0,2670,2302,31,154,14,34,0,11,124,3360,2837,56,271,20,182,0,2670,2302,31,177,15,140,0
01071000003,1,01071000003,1261,344,912,1701,399,1287,1683,435,1246,1034,290,741,1013,309,704,1013,284,729,627,257,365,1514,384,1097,1440,397,1042,3464,2866,200,260,4,125,0,260,0,48,0,0,4675,3753,261,483,7,156,0,0,0,3366,2689,133,440,4,94,0,440,0,25,0,0,0,4451,3397,178,743,4,133,0,734,0,24,0,0,114,4540,3697,225,485,21,117,5,0,0,3511,2930,137,346,12,92,2,0,0,3346,2689,131,283,4,50,1,5,183,4352,3356,236,470,25,279,3,3346,2689,131,319,13,186,1
01113000501,6,01113000501,1440,1249,188,1703,1439,252,1686,1452,234,1312,1135,177,1308,1163,145,1306,1166,140,1011,936,74,1661,1406,228,1639,1394,245,4643,1000,99,3522,0,1,0,3481,0,0,14,0,6230,1307,106,4773,50,1,41,0,0,4261,1237,77,2922,0,0,0,2853,0,0,0,15,0,5901,1777,76,4021,64,0,44,3624,4,0,0,19,396,4847,924,185,3700,55,47,16,0,0,3521,693,116,2685,32,29,11,0,0,4333,803,206,3127,21,13,10,12,141,5851,1051,332,4430,84,123,30,4333,803,206,3292,39,95,18
01039000021,7,01039000021,405,23,382,519,22,497,518,29,488,348,22,326,346,33,313,348,23,325,235,24,211,467,19,447,451,24,427,785,742,4,30,7,10,0,28,7,1,0,0,995,926,6,47,7,9,0,0,0,769,729,9,21,7,2,0,20,7,2,0,0,0,1028,975,9,29,8,2,0,25,8,2,0,6,8,980,943,11,10,1,15,0,0,0,747,722,8,7,1,9,0,0,0,761,733,8,7,0,4,0,0,9,965,921,13,11,5,15,2,761,733,8,7,2,11,0
01039000001,7,01039000001,3440,1032,2379,4168,1157,2965,4136,1258,2871,3064,939,2120,3046,1008,2038,3043,879,2163,2255,846,1383,4082,1056,2922,3995,1113,2874,8131,6269,96,1682,47,48,0,1672,32,13,0,0,10446,7773,193,2393,44,43,0,0,0,8049,6312,115,1508,51,73,0,1459,32,41,0,2,0,10466,7858,240,2250,49,76,0,2187,30,42,0,0,115,10516,7649,189,2525,100,96,2,0,0,8020,6069,125,1706,72,78,2,0,0,8037,5735,171,1797,88,37,0,17,192,10370,7201,236,2596,154,170,16,8037,5735,171,1866,114,142,6
01071000015,1,01071000015,224,42,179,295,42,249,296,52,244,197,44,153,196,40,156,195,35,160,151,44,101,223,30,179,222,46,176,338,333,0,0,0,7,0,0,0,7,0,0,386,379,0,0,0,7,0,0,0,247,239,0,0,0,7,0,0,0,7,0,0,0,267,262,0,0,0,5,0,0,0,5,0,0,0,432,410,9,3,1,9,0,0,0,358,341,6,2,1,8,0,0,0,374,305,29,12,2,5,0,0,21,468,374,41,22,9,30,0,374,305,29,12,4,28,0
01049000003,1,01049000003,5415,1131,4234,6807,1270,5466,6769,1502,5249,4985,1068,3904,4907,1108,3796,4899,1005,3891,3196,936,2199,5998,1019,4758,5813,1266,4536,12879,11428,769,439,0,223,10,414,0,25,0,0,19367,14404,3949,666,57,294,489,0,0,11759,10453,544,539,9,241,0,499,9,0,0,0,0,18481,13159,4313,803,40,324,0,644,5,0,0,6,358,17981,13345,3314,921,126,399,99,0,0,13395,10564,1882,631,87,292,63,0,0,13922,10330,2336,544,80,84,4,20,524,18610,12873,4076,840,148,1284,25,13922,10330,2336,622,103,855,12
01039000007,7,01039000007,374,73,299,479,86,388,475,105,369,337,61,276,336,76,260,337,62,274,268,73,193,406,67,328,402,76,326,871,813,16,42,1,0,0,42,1,0,0,0,1194,1111,32,52,6,0,3,0,0,911,874,5,28,1,5,0,28,1,0,0,0,0,1192,1135,11,35,7,16,4,29,1,0,4,0,16,1144,970,7,161,1,7,1,0,0,883,749,5,125,1,5,1,0,0,825,706,7,75,4,3,0,1,29,1009,853,12,105,5,32,0,825,706,7,81,4,26,0
01103001001,2,01103001001,524,54,466,682,59,617,681,78,602,454,52,400,449,53,396,450,45,403,336,50,277,593,72,506,581,82,498,1001,941,45,12,0,0,0,12,0,0,0,0,1227,1169,45,10,0,1,0,0,0,877,843,31,0,0,0,0,0,0,0,0,0,0,1040,1008,32,0,0,0,0,0,0,0,0,0,0,1392,1308,47,2,1,38,0,0,0,1086,1028,32,1,0,27,0,0,0,1098,990,50,4,1,7,0,1,45,1400,1235,84,15,9,63,0,1098,990,50,11,5,48,0
01095000026,2,01095000026,3111,469,2599,3837,491,3293,3820,609,3203,2732,455,2271,2727,375,2349,2725,384,2337,2008,454,1508,3496,418,2948,3443,502,2936,6168,5891,45,43,73,122,0,41,54,63,8,0,8151,7681,142,83,129,144,4,0,0,6284,6028,58,48,68,88,0,48,55,26,0,8,0,8514,7856,366,88,122,107,5,54,107,27,0,0,112,7709,7388,135,28,62,103,13,0,0,5893,5693,79,7,43,77,6,0,0,6230,5702,160,20,76,35,3,6,228,7979,7212,278,72,129,276,9,6230,5702,160,42,97,205,7
01095000028,1,01095000028,689,100,584,877,123,746,879,152,725,590,96,494,586,73,513,589,83,506,410,86,312,803,95,690,791,114,677,1243,1229,12,3,0,4,0,3,0,2,0,0,2147,1643,490,7,0,3,0,0,0,1414,1345,64,3,0,2,0,3,0,0,0,0,0,2105,1649,443,13,0,0,0,13,0,0,0,0,0,2312,1999,251,17,16,28,4,0,0,1708,1527,134,10,11,25,4,0,0,1998,1637,288,23,2,10,0,2,36,2651,2052,482,53,22,84,1,1998,1637,288,29,11,58,0
01095000001,1,01095000001,2902,703,2165,3521,717,2748,3509,835,2664,2678,690,1983,2679,564,2113,2673,618,2050,1960,762,1157,3147,656,2377,3069,728,2338,5650,4773,166,565,43,109,5,542,43,23,12,0,7505,5903,514,911,65,125,11,0,0,5833,4684,178,664,51,252,2,642,51,19,2,24,0,7856,5831,563,1009,68,402,10,906,66,16,0,0,478,7573,6344,311,716,123,82,3,0,0,5961,5115,189,504,90,62,2,0,0,6183,5114,209,554,66,16,0,12,212,7779,6268,348,836,105,265,3,6183,5114,209,599,79,181,2
01095000010,1,01095000010,5426,982,4368,6885,1149,5628,6859,1389,5449,4706,963,3733,4708,775,3926,4681,792,3885,3210,857,2272,6369,916,5244,6213,1095,5108,12436,10851,1106,292,51,149,0,275,18,30,0,0,21452,13971,6105,954,156,295,2,0,0,12153,10460,1114,334,148,102,0,324,128,19,0,0,0,21212,13590,6337,882,249,189,2,820,213,13,0,88,137,21515,14649,6026,516,145,355,73,0,0,15392,11259,3600,287,93,252,28,0,0,15728,10124,4268,672,143,63,8,22,428,22410,12879,7558,1317,246,990,24,15728,10124,4268,783,184,704,16
01095000021,2,01095000021,931,122,803,1207,128,1065,1201,167,1031,809,122,687,811,110,701,805,110,695,558,110,438,1029,110,893,1011,129,879,1743,1638,35,0,32,41,0,0,19,33,0,0,2335,2131,128,1,41,39,0,0,0,1570,1503,29,0,25,18,0,0,15,13,0,0,0,2172,1930,190,1,31,19,0,0,14,13,0,3,22,2433,2273,94,10,9,50,2,0,0,1865,1766,51,1,7,40,2,0,0,1835,1665,44,3,3,12,0,3,105,2418,2165,72,17,14,139,2,1835,1665,44,4,11,101,1
01095000019,1,01095000019,763,144,609,983,173,796,973,211,760,685,135,548,682,118,564,684,109,575,504,138,352,814,119,654,798,158,636,1433,1391,2,34,2,6,0,15,2,0,0,0,1716,1667,1,35,6,7,0,0,0,1363,1326,2,30,2,5,0,15,2,0,0,0,0,1648,1608,1,30,5,4,0,16,5,0,0,0,18,1821,1741,29,12,6,29,6,0,0,1404,1354,14,4,4,23,5,0,0,1491,1375,21,0,12,7,0,8,68,1840,1668,40,22,20,69,2,1491,1375,21,5,15,56,2
01095000012,2,01095000012,1296,222,1061,1650,244,1370,1645,315,1322,1141,206,932,1140,176,964,1141,175,966,815,212,586,1408,179,1181,1384,217,1164,2347,2105,149,0,10,78,0,0,10,26,0,0,2989,2681,152,0,15,140,0,0,0,2831,2577,165,0,10,87,0,0,10,45,0,0,0,3458,3111,227,0,12,102,0,0,10,44,0,2,60,3203,3062,28,21,29,64,2,0,0,2510,2404,22,10,18,54,2,0,0,2539,2354,46,9,7,14,0,3,106,3138,2871,62,36,24,138,5,2539,2354,46,24,15,99,1
01095000002,1,01095000002,2891,483,2375,3720,555,3125,3706,666,3035,2455,471,1971,2463,387,2071,2456,370,2082,1719,438,1237,3410,462,2846,3334,583,2744,6632,6102,328,156,13,22,11,156,1,1,0,0,10193,8261,1477,367,33,20,11,0,0,6612,6129,263,187,18,5,8,187,1,1,8,0,0,10083,8334,1226,525,42,34,8,424,7,1,8,0,84,9520,7708,1428,209,94,97,39,0,0,7097,5990,853,126,65,74,25,0,0,7567,5822,1176,163,52,34,64,13,243,10247,7231,2201,344,99,520,116,7567,5822,1176,206,74,333,74
01095000007,1,01095000007,779,155,616,975,167,799,979,212,765,692,138,553,689,122,566,690,116,573,529,168,348,797,120,651,782,147,634,1597,1573,0,3,0,22,0,3,0,0,0,0,2183,1898,261,4,0,22,0,0,0,1636,1620,0,3,0,13,0,3,0,0,0,0,0,2137,1897,224,5,0,12,0,5,0,0,0,0,12,1784,1727,17,13,13,16,0,0,0,1512,1468,14,10,10,11,0,0,0,1632,1502,33,15,5,4,0,0,73,1914,1733,63,35,12,49,2,1632,1502,33,19,12,46,1
01095000030,1,01095000030,1259,210,1041,1668,223,1430,1663,278,1384,1074,206,866,1078,179,899,1074,166,908,735,200,521,1353,174,1136,1305,203,1100,2543,2460,16,38,0,27,0,26,0,22,0,0,3117,2990,23,73,5,31,0,0,0,2275,2161,18,47,0,46,0,38,0,43,0,0,0,3002,2838,26,82,2,46,0,37,2,43,0,0,47,3176,3065,31,23,16,47,0,0,0,2361,2293,13,7,10,38,0,0,0,2653,2487,28,17,4,14,1,2,100,3517,3266,50,32,15,132,3,2653,2487,28,26,5,91,2
01113000002,6,01113000002,2040,747,1278,2592,889,1667,2589,1011,1577,1772,606,1164,1756,646,1109,1753,634,1119,1149,560,583,2356,760,1531,2299,762,1530,5595,3811,152,1444,111,29,0,1378,77,26,40,0,7347,4892,169,2008,279,31,8,0,0,5865,3943,182,1540,144,8,0,1471,108,8,0,35,0,7962,4878,206,2488,317,9,0,2220,164,9,0,166,328,7465,6038,232,1038,50,121,16,0,0,5678,4771,137,652,38,91,9,0,0,5949,4510,195,960,25,29,6,35,189,7688,5560,334,1511,101,176,33,5949,4510,195,1019,54,146,20
01113000706,6,01113000706,283,207,76,364,258,102,365,270,95,251,177,74,248,182,66,250,183,67,176,147,29,314,211,98,313,211,102,671,414,17,219,10,1,0,207,8,0,5,0,933,545,53,314,33,1,0,0,0,749,474,13,265,3,3,0,254,2,0,0,0,0,1072,600,40,422,6,3,0,395,4,0,0,0,28,934,567,23,329,5,15,1,0,0,715,450,14,236,4,15,1,0,0,699,372,24,262,1,12,0,1,27,879,458,43,331,4,40,11,699,372,24,269,3,31,6
01083000101,2,01083000101,10663,3535,6983,13284,4051,8999,13196,4560,8607,9572,3246,6313,9507,3323,6180,9500,2992,6505,7163,3072,3946,11482,3103,7903,11286,3300,7964,21477,16524,688,3753,186,265,55,3643,160,125,21,0,28065,20242,2448,4826,315,392,160,0,0,23456,18053,938,4003,141,321,20,3885,128,149,20,15,0,30316,22108,2611,5028,254,687,108,4543,236,217,19,0,577,25652,18450,2397,4320,287,332,36,0,0,19717,14819,1408,3111,203,247,22,0,0,22360,16062,1697,3447,184,82,23,51,814,28753,19599,2914,4998,393,918,72,22360,16062,1697,3677,268,656,47
01083001001,2,01083001001,1994,694,1287,2526,808,1676,2520,930,1590,1737,598,1138,1712,623,1088,1714,581,1133,1270,551,708,2272,673,1515,2234,704,1526,4520,3397,118,839,72,90,0,829,72,50,0,0,5947,4389,458,880,125,91,0,0,0,4085,3074,48,832,90,37,0,816,90,10,0,0,0,5385,3937,297,914,156,46,0,886,156,10,0,0,103,5913,4382,578,816,22,119,9,0,0,4440,3377,343,614,12,95,2,0,0,4779,3443,522,601,6,22,2,2,181,6219,4301,868,852,24,214,5,4779,3443,522,637,14,176,5
