GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_LtG,Dem_2018_LtG,Rep_2018_LtG,Total_2017_SenSp,Dem_2017_SenSp,Rep_2017_SenSp,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
01039000005,7,01039000005,137,19,117,176,17,158,173,22,151,121,17,103,124,32,92,122,12,110,98,14,81,142,13,122,136,20,113,239,203,10,22,0,0,0,22,0,0,0,0,318,268,16,34,0,0,0,0,0,194,157,10,23,0,0,0,23,0,0,0,0,0,263,205,16,39,6,0,0,23,6,0,0,0,14,274,254,1,14,0,5,0,0,0,237,224,1,7,0,5,0,0,0,287,275,1,4,2,1,0,0,4,367,349,3,8,3,5,0,287,275,1,4,3,5,0
01057000301,2,01057000301,151,18,133,184,12,172,183,18,165,138,28,110,134,25,109,133,17,116,100,15,85,169,20,147,162,20,142,303,303,0,0,0,0,0,0,0,0,0,0,354,354,0,0,0,0,0,0,0,289,289,0,0,0,0,0,0,0,0,0,0,0,339,339,0,0,0,0,0,0,0,0,0,0,0,362,357,0,2,0,3,0,0,0,294,289,0,2,0,3,0,0,0,283,271,1,8,0,0,0,0,3,345,324,2,14,1,1,0,283,271,1,8,1,1,0
01041000001,7,01041000001,283,87,195,335,94,237,334,105,229,274,75,199,269,89,180,268,84,184,184,68,115,303,85,209,297,94,202,481,396,4,77,0,2,0,77,0,0,0,0,641,497,4,134,0,4,0,0,0,538,363,0,169,0,5,0,169,0,0,0,0,0,707,464,0,240,0,4,0,218,0,0,0,0,28,639,456,1,174,5,5,0,0,0,488,364,1,117,2,4,0,0,0,552,387,7,127,5,5,0,1,20,679,485,12,165,6,10,1,552,387,7,143,5,9,1
01109000013,6,01109000013,1632,533,1078,2040,623,1382,2032,702,1327,1471,473,995,1459,544,914,1460,460,999,1084,425,640,1736,451,1208,1697,459,1233,3449,2252,21,1134,25,14,0,1053,25,7,1,0,4651,2747,36,1727,113,15,0,0,0,3220,2270,17,891,14,32,0,870,14,14,0,2,0,4461,2840,24,1477,73,32,2,1389,69,15,0,10,105,4209,2642,168,1280,106,17,15,0,0,3274,2170,105,890,98,14,8,0,0,3610,2313,124,953,82,26,3,9,100,4669,2861,193,1388,139,109,17,3610,2313,124,994,95,92,10
01035000121,4,01035000121,215,157,57,235,163,71,230,160,69,194,142,51,193,147,46,193,142,50,169,139,30,263,185,75,246,167,79,563,260,0,302,0,2,0,302,0,0,0,0,630,297,0,329,0,1,0,0,0,561,297,0,269,0,0,0,269,0,0,0,0,0,677,363,0,312,0,0,0,312,0,0,0,0,0,465,134,0,331,0,0,0,0,0,377,114,0,263,0,0,0,0,0,325,103,0,215,2,2,0,0,3,377,123,1,249,3,2,0,325,103,0,218,2,2,0
01073002440,3,01073002440,233,221,11,279,261,14,278,264,14,180,168,12,180,172,8,180,172,8,185,180,5,287,277,5,285,263,21,754,122,2,629,2,2,0,623,2,0,0,0,1326,168,2,1155,2,2,0,0,0,650,125,1,523,1,0,0,523,1,0,0,0,0,1067,212,1,852,2,0,0,852,2,0,0,0,0,988,185,19,742,47,11,5,0,0,671,179,14,433,40,7,3,0,0,700,30,27,610,10,6,0,4,13,1038,40,30,952,10,11,0,700,30,27,626,10,11,0
01021000240,5,01021000240,921,431,486,1074,456,606,1059,468,589,808,374,434,807,393,414,807,377,430,667,390,273,1141,505,610,1088,486,599,1936,1182,0,759,0,0,0,759,0,0,0,0,2528,1383,115,1031,0,0,0,0,0,1898,1069,0,832,0,0,0,832,0,0,0,0,0,2409,1321,0,1089,0,0,0,1089,0,0,0,0,0,2996,1642,272,1080,4,17,4,0,0,2183,1243,168,767,4,12,2,0,0,2036,1109,174,691,6,5,1,11,39,2696,1398,267,968,20,63,4,2036,1109,174,707,8,49,3
01057001601,2,01057001601,148,16,132,181,16,163,181,16,165,153,23,130,148,17,131,146,12,134,84,11,73,157,11,143,153,14,138,212,195,0,13,7,0,0,13,7,0,0,0,269,250,0,12,5,0,0,0,0,250,234,0,0,12,0,0,0,12,0,0,0,0,296,284,0,0,12,0,0,0,12,0,0,0,0,271,259,5,3,0,4,0,0,0,216,207,3,2,0,4,0,0,0,217,206,6,4,0,0,0,0,1,271,247,17,5,1,3,0,217,206,6,5,0,1,0
01099000007,4,01099000007,294,104,190,331,112,218,330,115,215,276,90,186,269,110,159,263,91,172,215,76,139,328,112,215,323,110,212,492,197,5,292,0,0,0,292,0,0,0,0,632,255,4,372,0,0,0,0,0,402,169,7,224,0,4,0,224,0,4,0,0,0,508,205,7,291,0,10,0,291,0,10,0,0,0,702,464,0,229,0,9,1,0,0,561,381,0,171,0,9,1,0,0,453,298,8,137,1,2,0,1,6,536,349,10,169,1,8,1,453,298,8,140,1,8,1
01057001801,2,01057001801,363,46,316,440,37,399,437,49,388,354,69,285,340,69,271,340,38,301,211,26,184,411,41,365,400,41,359,576,551,20,6,0,2,0,6,0,0,0,0,705,645,31,25,0,2,0,0,0,512,495,8,6,0,2,0,6,0,0,0,0,0,723,684,17,20,0,2,0,6,0,0,0,0,19,743,727,3,12,0,1,0,0,0,588,576,3,8,0,1,0,0,0,609,586,3,2,0,3,0,0,15,805,773,6,12,1,13,0,609,586,3,9,1,11,0
01065000007,4,01065000007,271,166,105,312,177,135,311,181,130,247,154,92,246,153,93,244,148,96,216,143,73,284,176,108,281,173,108,398,224,0,173,0,0,0,173,0,0,0,0,427,226,0,202,0,0,0,0,0,383,194,0,191,0,0,0,191,0,0,0,0,0,526,193,0,334,0,0,0,299,0,0,0,0,34,594,221,2,371,0,1,0,0,0,496,199,2,295,0,1,0,0,0,386,181,3,191,1,0,0,0,10,468,207,4,252,2,5,0,386,181,3,197,2,5,0
01043000160,2,01043000160,416,53,359,535,51,477,532,65,462,354,51,303,351,55,296,354,51,303,251,47,200,480,47,418,471,78,393,579,579,0,0,0,0,0,0,0,0,0,0,672,672,0,0,0,0,0,0,0,530,530,0,0,0,0,0,0,0,0,0,0,0,617,617,0,0,0,0,0,0,0,0,0,0,0,957,928,6,2,1,21,0,0,0,753,726,6,2,1,19,0,0,0,837,807,6,0,1,1,0,0,22,1021,977,9,3,4,27,0,837,807,6,2,1,20,0
01073003130,3,01073003130,2017,765,1200,2338,849,1424,2340,955,1378,1881,759,1119,1868,702,1165,1860,629,1228,1579,804,700,2098,528,1396,2080,558,1519,2469,2220,18,184,31,0,0,183,31,0,2,0,3473,3067,26,326,47,0,5,0,0,2619,2380,25,174,42,0,0,174,30,0,0,1,0,3667,3252,31,286,87,0,1,266,35,0,0,10,70,3196,2904,95,112,81,15,2,0,0,2451,2266,56,68,52,12,1,0,0,2559,2330,61,64,32,1,0,2,69,3376,3037,106,106,66,56,2,2559,2330,61,73,45,44,2
01115000005,5,01115000005,1120,148,963,1468,166,1285,1461,189,1267,952,146,804,949,136,813,948,115,833,728,141,574,1180,116,1039,1171,137,1031,2409,1994,32,356,0,26,0,356,0,18,0,0,2966,2515,35,372,4,46,0,0,0,2409,1920,39,412,0,38,0,403,0,31,0,0,0,2982,2410,51,445,0,78,0,427,0,66,0,0,30,2991,2594,77,278,14,31,1,0,0,2249,1975,45,195,9,24,1,0,0,2192,1889,45,119,12,15,0,1,111,2770,2392,69,160,24,130,1,2192,1889,45,141,19,101,1
01019000006,1,01019000006,174,27,146,216,29,185,217,37,180,150,22,128,150,23,127,151,24,127,105,27,77,203,21,180,203,25,178,395,391,2,0,0,0,0,0,0,0,0,0,482,474,3,6,0,0,0,0,0,308,308,0,0,0,0,0,0,0,0,0,0,0,443,443,0,0,0,0,0,0,0,0,0,0,0,443,430,7,0,4,1,0,0,0,335,328,4,0,1,1,0,0,0,360,333,6,0,3,0,0,0,18,462,429,8,3,3,19,0,360,333,6,2,3,15,0
01073003210,3,01073003210,2184,988,1160,2457,1068,1346,2457,1139,1312,2060,984,1066,2052,945,1103,2051,896,1149,1682,1005,634,2416,789,1493,2398,787,1603,4155,2942,23,756,399,26,0,752,398,0,1,0,5582,3559,90,1126,759,72,1,0,0,3525,2443,22,603,468,0,0,602,468,0,0,0,0,4737,3054,68,844,770,14,0,841,733,0,0,0,39,5336,4224,129,624,346,20,3,0,0,3791,3056,86,409,234,15,2,0,0,4251,2556,174,995,425,4,0,17,80,5549,3195,241,1435,616,50,0,4251,2556,174,1021,449,40,0
01127000034,2,01127000034,225,41,182,279,31,246,278,41,237,203,47,156,201,58,143,200,43,156,133,32,99,259,40,214,255,51,204,581,572,2,0,0,2,0,0,0,0,0,0,750,739,4,0,0,5,0,0,0,625,621,2,0,0,3,0,0,0,0,0,0,0,791,782,4,0,0,6,0,0,0,0,0,0,2,760,737,8,7,2,6,0,0,0,570,554,5,4,2,5,0,0,0,498,463,10,4,0,3,0,0,18,671,621,15,15,5,12,0,498,463,10,10,4,7,0
01019000016,1,01019000016,156,30,125,195,33,161,195,42,153,135,23,112,132,26,106,132,23,109,84,24,59,181,31,147,179,34,145,419,398,6,12,1,1,0,12,1,0,0,0,596,546,6,40,1,2,0,0,0,448,424,5,15,0,8,0,8,0,1,0,0,0,684,609,11,46,1,8,0,39,1,1,0,0,25,467,393,15,53,0,10,0,0,0,375,310,11,48,0,10,0,0,0,276,242,3,19,0,0,0,0,12,344,299,7,28,0,11,0,276,242,3,22,0,8,0
01073002250,3,01073002250,962,943,15,1029,1004,19,1024,1009,15,891,865,25,892,881,10,892,878,13,872,860,11,1063,1027,16,1055,1032,22,1415,36,0,1379,0,0,0,1379,0,0,0,0,1809,58,0,1751,0,0,0,0,0,1530,38,0,1491,0,0,0,1491,0,0,0,0,0,1931,63,0,1868,0,0,0,1868,0,0,0,0,0,1798,8,0,1787,2,5,0,0,0,1486,8,0,1476,1,4,0,0,0,1351,5,41,1290,0,1,0,0,14,1682,9,61,1605,2,8,0,1351,5,41,1302,2,5,0
01073001380,3,01073001380,470,453,14,498,473,18,495,481,14,446,432,14,448,437,11,447,431,16,432,423,8,507,479,18,503,481,22,549,67,0,482,0,0,0,482,0,0,0,0,772,62,0,712,0,0,0,0,0,585,45,0,533,0,0,0,533,0,0,0,0,0,785,48,0,736,0,0,0,716,0,0,0,0,19,802,80,10,707,3,3,0,0,0,654,76,9,568,2,1,0,0,0,744,9,8,712,2,1,1,0,11,848,10,10,820,6,10,2,744,9,8,722,4,8,1
01073005230,3,01073005230,1294,683,585,1564,811,716,1567,872,693,1202,640,556,1196,615,577,1187,597,590,935,589,317,1326,571,667,1312,568,743,2068,1507,1,486,70,0,0,486,60,0,0,0,2832,1804,58,867,101,0,0,0,0,1995,1440,20,530,4,0,0,530,0,0,0,0,0,2796,1651,94,1022,48,0,0,964,22,0,0,0,65,2733,1663,225,751,79,20,1,0,0,2129,1435,160,460,63,13,1,0,0,2599,1655,116,672,72,1,0,15,68,3183,1904,143,975,93,65,3,2599,1655,116,691,75,54,1
01073003320,3,01073003320,159,29,129,197,34,161,194,37,157,140,31,109,138,30,108,141,26,114,116,19,97,176,27,143,175,27,146,270,232,0,32,2,2,0,31,2,0,0,0,355,294,0,50,10,2,0,0,0,216,196,2,20,0,3,0,18,0,2,0,0,0,294,264,1,23,3,3,0,21,3,1,0,0,3,338,316,0,18,1,3,0,0,0,279,257,0,18,1,3,0,0,0,278,231,9,26,0,0,0,1,11,329,270,12,37,2,9,0,278,231,9,28,2,8,0
01073001360,3,01073001360,540,510,25,665,601,43,658,621,36,467,437,30,466,440,25,466,438,28,437,428,8,580,541,25,574,530,43,1675,533,47,1080,10,42,0,1041,0,12,0,0,2397,578,54,1769,25,87,0,0,0,1527,380,62,1059,15,25,0,1032,0,0,0,4,0,2342,398,86,1761,28,72,0,1640,0,0,0,131,90,2131,233,311,1566,23,11,7,0,0,1498,203,197,1080,15,9,6,0,0,1276,352,43,827,6,0,2,6,40,1928,382,68,1446,14,29,5,1276,352,43,860,10,16,2
01047001301,4,01047001301,488,357,131,553,407,144,546,408,138,449,306,143,446,320,126,445,315,130,442,333,109,511,378,131,507,369,138,915,205,15,694,0,0,0,694,0,0,0,0,1214,235,16,963,2,0,0,0,0,1075,240,4,825,0,0,0,825,0,0,0,0,0,1329,289,6,1034,0,0,0,1025,0,0,0,0,9,1076,266,16,795,4,2,0,0,0,856,227,9,620,2,2,0,0,0,747,165,3,560,1,1,0,0,17,925,202,4,711,1,10,1,747,165,3,574,1,6,1
01047000402,4,01047000402,102,94,8,110,101,8,111,103,8,95,85,10,95,87,8,95,85,10,88,81,7,114,104,10,111,101,10,158,27,0,132,0,0,0,132,0,0,0,0,203,27,5,175,0,0,0,0,0,131,20,0,110,0,0,0,110,0,0,0,0,0,215,20,0,195,0,0,0,195,0,0,0,0,0,226,18,2,205,0,3,0,0,0,180,13,2,165,0,2,0,0,0,156,14,0,142,0,0,0,0,0,206,22,0,184,0,0,0,156,14,0,142,0,0,0
01043000172,2,01043000172,958,95,855,1219,82,1127,1221,124,1095,819,103,713,812,103,708,814,83,730,603,90,507,1091,87,968,1083,136,947,1949,1885,18,0,3,52,0,0,3,0,0,0,2486,2376,53,8,10,56,0,0,0,1778,1705,17,12,4,50,0,0,2,0,0,0,0,2452,2341,51,18,5,53,0,0,2,0,0,0,68,2372,2292,45,1,12,24,0,0,0,1812,1761,25,1,9,18,0,0,0,1913,1771,37,7,6,7,2,3,80,2579,2384,63,17,10,102,4,1913,1771,37,12,7,80,2
01131002004,4,01131002004,324,249,75,353,268,85,352,272,80,286,194,92,273,207,66,275,204,71,285,235,49,408,319,89,381,288,93,304,121,45,137,0,0,0,137,0,0,0,0,308,121,44,143,0,0,0,0,0,221,83,0,137,0,0,0,137,0,0,0,0,0,260,90,0,171,0,0,0,171,0,0,0,0,0,681,163,2,515,4,1,0,0,0,508,134,2,371,4,1,0,0,0,523,127,3,385,1,0,0,0,7,648,154,4,488,1,3,0,523,127,3,391,1,3,0
01131001005,4,01131001005,32,21,11,33,20,13,32,21,11,32,19,13,31,21,10,30,20,10,28,22,6,41,27,14,40,26,14,43,14,0,32,0,0,0,32,0,0,0,0,57,16,1,39,0,0,0,0,0,48,16,0,32,0,0,0,32,0,0,0,0,0,54,19,1,35,0,0,0,35,0,0,0,0,0,89,32,1,56,0,0,0,0,0,76,32,1,43,0,0,0,0,0,61,11,0,48,0,0,1,0,1,74,15,0,58,0,0,1,61,11,0,49,0,0,1
01073003330,3,01073003330,50,49,1,63,61,2,63,61,2,39,38,1,39,38,1,39,38,1,43,42,1,55,52,2,54,52,2,55,49,0,8,0,0,0,8,0,0,0,0,71,60,0,10,1,0,0,0,0,42,41,0,1,0,0,0,1,0,0,0,0,0,58,55,0,1,0,0,0,1,0,0,0,0,0,68,14,0,53,0,1,0,0,0,58,12,0,45,0,1,0,0,0,70,7,5,58,0,0,0,0,0,79,15,6,59,1,1,0,70,7,5,59,1,0,0
01073001320,3,01073001320,846,576,266,1005,706,288,1003,735,268,783,521,262,780,532,248,780,514,266,669,484,181,861,510,331,848,504,344,1242,517,15,648,7,55,0,648,7,55,0,0,1598,636,16,888,6,56,0,0,0,1176,409,20,690,6,50,0,690,6,50,0,0,0,1595,533,20,982,6,51,0,974,6,51,0,0,6,2089,1045,42,966,9,35,0,0,0,1619,911,23,661,5,23,0,0,0,1575,542,55,913,5,4,1,7,48,2061,593,98,1326,8,54,3,1575,542,55,942,8,36,2
01073002400,3,01073002400,618,606,11,649,627,16,647,634,13,569,556,13,570,560,9,569,562,7,553,548,5,724,708,10,715,699,16,976,0,0,976,0,0,0,976,0,0,0,0,1527,3,0,1523,0,0,0,0,0,945,0,0,945,0,0,0,945,0,0,0,0,0,1617,0,0,1617,0,0,0,1617,0,0,0,0,0,1848,18,12,1826,2,10,1,0,0,1214,14,8,1198,0,7,0,0,0,1141,25,21,1069,0,0,0,2,24,1651,30,29,1595,3,13,0,1141,25,21,1101,1,13,0
01073001130,3,01073001130,1541,1323,210,1823,1593,219,1808,1609,197,1341,1136,205,1340,1151,189,1342,1142,200,1256,1092,159,1673,1350,286,1660,1352,307,3306,523,35,2704,1,45,4,2704,1,35,0,0,4962,529,440,3950,1,44,3,0,0,3459,489,41,2903,0,23,4,2883,0,15,4,0,0,5510,517,742,4239,0,25,4,4186,0,17,4,3,44,4261,1061,189,2983,25,13,14,0,0,3009,950,120,1919,15,12,11,0,0,3221,545,260,2338,7,1,1,1,68,4460,591,420,3401,27,75,6,3221,545,260,2380,19,52,4
01091000507,4,01091000507,148,106,42,183,134,48,183,136,47,122,83,39,120,89,31,122,86,36,116,84,32,157,108,47,152,107,45,160,55,0,105,0,0,0,105,0,0,0,0,220,86,0,136,0,0,0,0,0,133,60,0,74,0,0,0,74,0,0,0,0,0,194,106,0,88,0,0,0,88,0,0,0,0,0,300,76,0,218,1,5,0,0,0,228,61,0,162,1,3,0,0,0,234,82,2,144,0,0,0,4,2,283,99,2,173,0,0,0,234,82,2,146,0,0,0
01127000014,3,01127000014,968,141,822,1198,127,1066,1188,167,1020,889,161,727,880,169,709,878,122,754,547,118,421,1128,117,984,1123,179,944,2263,2216,8,11,0,32,0,10,0,0,0,0,3032,2862,128,15,0,32,0,0,0,2107,2056,10,13,0,32,0,12,0,0,0,0,0,3044,2701,198,37,44,34,0,35,44,0,0,35,34,2779,2508,149,86,4,38,8,0,0,2106,1932,107,46,2,25,2,0,0,2093,1913,90,22,6,4,0,1,57,2733,2426,167,49,7,78,0,2093,1913,90,29,6,50,0
01093000012,2,01093000012,291,36,253,363,27,334,363,33,330,260,55,205,258,56,202,252,39,213,181,38,139,339,33,296,336,49,285,572,562,5,0,0,3,0,0,0,0,0,0,663,650,9,0,0,5,0,0,0,489,484,5,0,0,0,0,0,0,0,0,0,0,545,538,8,0,0,0,0,0,0,0,0,0,0,685,682,1,1,0,1,0,0,0,553,551,0,1,0,1,0,0,0,525,513,0,1,1,0,0,1,9,649,627,7,3,2,5,0,525,513,0,1,2,3,0
01119001301,4,01119001301,254,225,29,283,247,36,282,248,34,242,217,25,240,218,22,241,217,24,212,186,25,271,240,29,271,238,33,278,70,8,200,0,0,0,200,0,0,0,0,314,81,28,208,0,0,0,0,0,295,79,8,205,0,0,0,205,0,0,0,0,0,325,84,30,208,0,0,0,208,0,0,0,0,0,514,47,0,466,1,0,0,0,0,402,43,0,358,1,0,0,0,0,275,43,3,226,0,0,0,0,3,331,56,5,268,2,1,1,275,43,3,228,0,1,1
01127000038,3,01127000038,270,38,231,336,39,296,337,51,284,230,33,197,225,34,191,224,27,197,174,38,135,310,31,276,304,52,252,606,586,11,3,0,9,0,3,0,0,0,0,811,745,53,50,0,7,0,0,0,513,494,11,2,0,9,0,2,0,0,0,0,0,690,615,62,58,0,7,0,3,0,0,0,0,11,771,721,20,10,4,18,0,0,0,577,544,11,8,4,12,0,0,0,546,511,15,10,1,1,0,0,8,693,638,21,19,2,13,0,546,511,15,10,2,10,0
01073002310,3,01073002310,643,624,18,738,710,25,731,713,18,552,525,27,550,530,19,548,535,11,534,530,3,746,730,12,739,706,33,1678,87,0,1591,0,3,0,1589,0,0,0,0,1996,94,31,1872,0,3,0,0,0,1755,115,0,1644,0,3,0,1640,0,0,0,0,0,2084,141,1,1939,0,5,0,1934,0,0,0,0,5,2582,138,88,2353,2,6,10,0,0,2085,131,64,1895,2,6,6,0,0,1631,132,66,1391,2,0,0,7,33,1991,145,99,1735,6,22,0,1631,132,66,1421,5,15,0
01125000037,4,01125000037,1923,1887,33,2198,2128,60,2176,2137,38,1755,1721,32,1746,1719,27,1743,1711,32,1666,1640,24,2052,1992,42,2026,1945,80,4183,76,0,4087,2,13,0,4083,2,7,0,0,5306,90,0,5195,6,16,0,0,0,4197,44,0,4134,0,15,0,4129,0,7,0,0,0,5250,59,0,5176,1,22,0,5167,1,7,0,0,15,4740,74,29,4636,7,32,5,0,0,3519,65,18,3437,5,25,4,0,0,3855,145,51,3582,8,6,0,9,54,5054,163,101,4767,18,33,2,3855,145,51,3643,11,16,2
01123001601,5,01123001601,150,29,120,185,29,156,189,33,153,133,24,109,132,30,102,133,25,108,100,28,70,159,27,127,156,26,130,237,189,13,16,0,4,0,16,0,0,14,0,311,241,11,33,3,34,0,0,0,305,249,14,22,0,2,0,22,0,0,0,12,0,388,323,14,36,5,21,0,24,0,0,0,0,27,392,322,21,43,0,6,0,0,0,312,260,15,33,0,4,0,0,0,287,232,12,35,0,1,0,0,7,364,291,19,47,2,10,0,287,232,12,38,1,7,0
010110006-2,6,010110006-2,44,12,32,56,11,45,57,14,43,33,12,21,32,9,23,33,12,21,28,12,16,55,19,36,54,14,39,78,26,0,50,0,0,0,50,0,0,0,0,83,26,0,54,0,0,0,0,0,65,26,0,38,0,0,0,38,0,0,0,0,0,78,29,0,46,0,0,0,46,0,0,0,0,0,113,71,0,39,0,3,0,0,0,93,59,0,31,0,3,0,0,0,87,70,0,12,0,0,0,1,4,92,74,1,13,0,4,0,87,70,0,13,0,4,0
01123000501,5,01123000501,553,70,482,652,65,585,653,78,575,507,76,430,497,69,428,488,62,426,388,61,318,637,75,557,628,85,543,749,662,4,75,1,1,0,75,0,0,0,0,991,903,3,75,1,6,0,0,0,715,634,1,73,1,4,0,73,0,0,0,0,0,898,818,1,71,1,4,0,71,0,0,0,5,5,1066,967,8,85,1,7,0,0,0,825,742,4,73,1,7,0,0,0,798,714,2,59,0,5,0,1,17,1043,933,8,77,2,22,1,798,714,2,61,0,18,1
01109000008,6,01109000008,61,17,44,78,25,53,78,27,51,52,13,39,51,13,38,52,13,39,41,14,27,73,14,58,73,18,55,101,70,3,28,0,0,0,22,0,0,0,0,129,87,3,36,2,0,0,0,0,112,77,0,33,0,0,0,25,0,0,0,0,0,137,92,1,43,0,0,0,33,0,0,0,0,10,137,109,1,28,0,1,1,0,0,109,87,1,22,0,1,1,0,0,164,132,0,32,0,0,0,0,0,191,155,0,35,1,1,0,164,132,0,32,0,0,0
01027001401,5,01027001401,342,23,316,405,15,386,403,23,380,317,30,282,310,30,280,312,22,290,214,20,192,408,24,373,401,31,370,695,616,0,76,0,3,0,76,0,0,0,0,863,747,0,113,0,3,0,0,0,778,731,0,49,0,0,0,49,0,0,0,0,0,967,879,0,84,0,0,0,83,0,0,0,0,7,795,769,8,7,0,11,0,0,0,633,617,4,2,0,10,0,0,0,599,580,7,1,1,1,0,0,9,769,716,11,21,6,16,0,599,580,7,2,1,4,0
01123000401,5,01123000401,408,50,356,499,52,441,502,72,429,396,50,344,393,45,347,386,38,348,250,41,207,428,46,377,422,54,368,629,562,6,58,3,3,0,58,0,0,0,0,830,764,6,59,1,4,0,0,0,720,647,3,63,3,0,0,63,0,0,0,0,0,936,861,6,66,6,0,0,66,0,0,0,0,6,904,774,4,123,0,3,0,0,0,684,591,3,87,0,3,0,0,0,679,591,5,65,0,4,0,1,13,865,750,7,80,2,23,1,679,591,5,65,0,16,0
01045000002,7,01045000002,418,68,347,518,72,438,516,103,410,377,56,321,373,69,303,372,62,310,277,67,209,464,55,393,457,70,384,794,552,3,176,2,56,0,176,2,2,0,0,1047,703,50,229,3,55,5,0,0,849,732,6,100,2,2,0,100,2,0,0,0,0,1112,925,30,150,4,1,0,145,4,0,0,0,2,1052,934,32,52,12,18,5,0,0,814,740,17,36,9,12,2,0,0,785,669,34,28,8,3,0,3,40,976,800,56,61,17,40,1,785,669,34,35,16,29,1
01027000802,5,01027000802,96,25,70,110,26,83,109,28,81,93,22,71,90,26,64,92,24,68,63,24,38,104,24,77,101,26,75,189,166,0,24,1,0,0,24,1,0,0,0,232,202,1,27,0,1,0,0,0,150,121,1,27,1,0,0,27,1,0,0,0,0,197,157,2,37,1,1,0,35,1,0,0,0,4,222,89,3,133,0,0,0,0,0,167,73,2,94,0,0,0,0,0,149,67,0,77,0,0,0,0,5,179,80,0,94,0,5,0,149,67,0,77,0,5,0
01093000016,2,01093000016,98,6,92,126,5,120,126,7,119,88,9,79,89,11,78,89,6,83,51,5,46,107,6,101,102,6,96,171,154,2,9,0,0,0,8,0,0,0,0,217,193,9,11,0,0,0,0,0,153,137,2,13,0,0,0,12,0,0,0,0,0,199,175,9,15,0,0,0,14,0,0,0,0,2,228,214,7,0,0,7,0,0,0,167,157,3,0,0,7,0,0,0,177,159,5,0,0,4,0,0,9,227,200,7,4,0,18,0,177,159,5,0,0,15,0
01053000330,7,01053000330,429,91,334,538,102,429,536,118,417,385,97,285,384,91,293,384,77,307,271,71,196,451,62,376,433,73,360,924,622,16,247,0,13,22,247,0,13,0,0,1232,794,16,382,0,14,22,0,0,765,608,13,128,0,2,16,128,0,2,16,0,0,946,744,12,173,0,1,15,173,0,1,15,0,0,940,734,17,128,1,61,0,0,0,708,571,10,83,0,43,0,0,0,842,623,12,98,0,77,2,2,28,1126,809,24,146,3,142,2,842,623,12,108,1,98,2
01089000010,1,01089000010,867,493,363,1037,607,408,1034,637,397,797,427,369,788,414,373,784,398,385,710,479,215,817,375,384,809,358,450,1197,1097,21,17,5,55,0,17,5,37,0,0,1443,1321,24,38,6,57,2,0,0,1158,1083,11,17,7,37,0,17,7,37,0,0,0,1385,1241,13,37,7,35,2,33,7,35,2,0,48,1480,1388,33,20,11,27,0,0,0,1212,1142,27,16,10,15,0,0,0,1235,1124,34,11,2,14,1,3,46,1558,1395,48,26,27,51,6,1235,1124,34,17,12,42,4
