GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,Total_2020_TotalAdj,White_2020_TotalAdj,Hispanic_2020_TotalAdj,Black_2020_TotalAdj,Asian_2020_TotalAdj,Native_2020_TotalAdj,Pacific_2020_TotalAdj
2451006-003,3,2451006-003,230,217,9,246,229,15,184,134,42,183,178,5,190,182,3,306,293,6,301,284,5,585,180,40,316,43,23,0,290,35,3,0,0,705,241,54,322,79,24,0,0,0,737,243,31,401,54,22,0,374,42,2,0,0,0,910,293,42,419,140,22,0,394,128,4,0,0,48,576,49,15,484,36,4,0,0,0,475,44,9,396,30,4,0,0,0,599,64,53,388,51,5,0,13,25,724,72,74,481,75,20,3,599,64,53,404,61,13,0,732,72,74,491,77,16,3
2403108-015,6,2403108-015,127,97,27,268,214,51,104,56,44,102,81,21,102,82,17,100,74,19,96,72,22,72,37,2,18,14,2,0,18,14,2,0,0,96,49,3,23,19,2,0,0,0,89,45,3,20,21,0,0,20,20,0,0,0,0,116,55,5,30,26,0,0,26,26,0,0,0,0,71,49,3,12,7,0,0,0,0,53,37,2,5,5,0,0,0,0,598,225,62,113,160,2,0,7,29,759,254,81,178,227,18,2,598,225,62,115,181,7,2,759,254,81,178,227,18,2
2403113-016,6,2403113-016,1647,1465,150,1737,1573,129,1547,1193,336,1535,1420,115,1544,1406,92,1780,1614,103,1750,1578,124,2877,1110,545,1010,195,0,0,1007,192,0,10,0,5298,1439,1811,1726,340,130,0,0,0,2339,865,244,951,273,0,0,935,240,0,0,10,0,4807,1101,1418,1756,532,115,0,1732,407,0,0,0,151,4432,982,1418,1761,336,89,7,0,0,3334,768,1062,1298,254,52,6,0,0,3385,767,851,1324,293,4,2,31,113,4898,1040,1241,2109,496,109,19,3385,767,851,1424,342,81,17,4902,1041,1241,2111,496,85,19
2403105-010,6,2403105-010,1384,1154,202,1548,1304,210,1246,914,326,1227,1068,159,1234,1067,129,1531,1273,197,1527,1297,195,2683,729,411,1322,168,0,0,1262,143,0,50,0,4621,844,920,2632,299,34,0,0,0,2815,611,438,1636,89,0,0,1607,49,0,0,40,0,4995,683,935,3189,235,30,0,3089,137,0,0,8,141,3935,1048,523,2114,318,38,9,0,0,3021,840,358,1595,259,29,6,0,0,3179,533,460,1889,171,11,1,27,87,4210,655,640,2657,283,95,3,3179,533,460,1986,208,80,3,4220,655,641,2639,282,79,2
2403109-029,5,2403109-029,1870,1387,421,1892,1493,349,1694,940,721,1674,1340,334,1685,1329,297,2159,1611,413,2119,1604,412,2583,1232,554,559,241,0,0,505,232,0,0,0,3895,1578,889,1031,533,0,0,0,0,2506,1262,412,556,280,0,0,501,280,0,0,0,0,3634,1529,611,1031,523,0,0,788,498,0,0,61,146,3934,1751,811,983,447,63,22,0,0,2943,1429,539,649,333,30,16,0,0,3168,1034,771,826,396,9,1,18,113,4099,1208,1102,1286,528,123,11,3168,1034,771,915,418,96,9,4105,1211,1102,1283,530,96,10
2403110-012,6,2403110-012,1990,1415,522,2424,1906,473,1776,834,923,1745,1300,441,1783,1317,395,2104,1547,434,2083,1576,459,2811,1867,124,289,529,0,0,285,527,0,0,0,4156,2261,281,520,1000,0,0,0,0,2829,1904,182,339,390,9,0,329,389,0,0,0,0,4173,2348,395,504,884,9,0,473,851,0,0,57,51,4059,2518,288,470,775,32,0,0,0,3023,1942,204,309,564,23,0,0,0,3261,1772,286,325,747,3,0,14,114,4286,2176,408,545,1106,34,3,3261,1772,286,377,782,25,1,4289,2176,408,542,1100,28,3
2400304-020,8,2400304-020,1315,754,509,1727,1158,523,1198,448,720,1188,739,449,1199,739,380,1301,739,453,1272,710,525,2387,1849,48,294,174,0,0,290,142,0,25,0,3219,2151,185,562,405,68,0,0,0,2584,1788,56,516,214,0,0,515,202,0,0,8,0,3594,2207,118,795,584,30,0,632,386,0,0,3,250,2614,1907,112,428,166,33,2,0,0,2022,1530,75,297,114,26,2,0,0,2271,1466,119,403,167,4,0,5,107,2837,1750,188,626,263,47,13,2271,1466,119,474,200,34,8,2838,1750,188,630,264,47,13
2400306-007,8,2400306-007,720,488,207,876,633,223,615,286,322,619,458,161,620,457,138,799,558,175,788,539,220,836,446,102,259,24,4,0,251,24,0,6,0,1320,503,414,354,45,4,0,0,0,1042,559,58,401,25,0,0,395,25,0,0,3,0,1347,590,138,590,34,0,0,557,29,0,0,0,35,1642,988,308,294,52,5,3,0,0,1375,887,205,242,40,5,1,0,0,1457,771,343,254,40,0,1,1,47,1850,870,569,348,73,47,3,1457,771,343,286,59,36,3,1852,870,569,349,72,43,3
2403110-002,6,2403110-002,1673,903,695,2166,1422,685,1445,405,1028,1398,777,620,1437,738,478,1800,1029,629,1803,1048,733,2441,1712,50,192,486,0,0,173,452,0,0,0,3564,2401,133,310,717,0,0,0,0,2513,1810,36,204,439,24,3,195,397,3,3,0,0,3504,2349,122,350,657,22,5,340,547,2,5,0,140,3525,2606,200,73,616,17,5,0,0,2533,1848,137,57,475,12,5,0,0,2552,1734,147,70,525,4,0,11,61,3268,2129,217,127,748,28,1,2552,1734,147,85,551,13,0,3269,2130,217,127,746,28,1
2403914-001,2,2403914-001,265,66,195,230,53,173,255,25,230,257,66,191,261,93,159,291,67,219,300,94,200,277,248,0,6,0,18,3,6,0,0,0,0,316,287,0,5,0,18,4,0,0,329,312,0,6,0,10,0,6,0,0,0,0,0,363,347,0,4,0,10,0,4,0,0,0,0,10,471,440,0,23,0,4,0,0,0,396,370,0,20,0,4,0,0,0,328,304,3,11,0,0,0,0,10,375,341,3,17,1,16,2,328,304,3,15,1,8,0,376,342,3,17,1,15,2
2403110-011,6,2403110-011,1242,951,264,1455,1135,295,1154,667,472,1140,940,200,1132,921,175,1301,1029,215,1264,1010,224,1890,1111,204,237,326,10,0,237,296,0,0,0,2760,1261,398,482,587,31,0,0,0,2049,1163,171,375,324,16,0,375,315,0,0,0,0,2908,1315,441,554,545,28,0,533,484,0,0,37,99,2744,1474,372,370,532,20,3,0,0,2365,1348,298,254,463,19,3,0,0,2548,1215,391,343,472,3,0,19,105,3052,1351,478,577,611,43,5,2548,1215,391,402,514,37,5,3052,1351,478,577,611,43,5
2400508-024,4,2400508-024,846,313,507,972,499,446,800,129,667,787,311,474,803,330,415,871,337,478,858,274,572,1357,1288,53,7,14,0,0,7,6,0,0,0,1746,1654,51,7,33,0,0,0,0,1284,1219,34,0,26,0,0,0,13,0,0,0,0,1701,1588,35,0,78,0,0,0,12,0,0,0,66,1377,1228,24,26,96,0,1,0,0,994,886,15,18,72,0,0,0,0,1047,912,25,18,64,0,0,1,27,1379,1193,36,25,106,7,0,1047,912,25,18,76,3,0,1379,1193,36,25,106,7,0
2403107-027,6,2403107-027,1485,1088,353,1563,1304,206,1407,615,779,1411,1095,316,1424,1108,261,1551,1217,197,1541,1170,353,1626,1415,136,31,44,0,0,31,44,0,0,0,2402,2044,261,43,56,0,0,0,0,1780,1393,295,27,65,0,0,27,65,0,0,0,0,2855,2205,527,39,77,0,0,30,64,0,0,7,23,2361,2006,182,31,127,26,3,0,0,1711,1486,114,19,76,14,2,0,0,1765,1483,119,20,82,0,0,10,51,2448,1984,198,57,164,31,2,1765,1483,119,30,100,17,1,2448,1984,198,57,164,31,2
2402506-004,7,2402506-004,127,48,76,138,54,83,122,17,103,121,58,63,123,56,60,126,46,72,132,59,72,163,139,12,9,2,0,0,9,1,0,0,0,176,152,13,9,2,0,0,0,0,120,117,0,1,2,0,0,1,1,0,0,0,0,129,125,0,1,2,1,0,1,1,0,0,0,1,200,176,2,16,4,1,0,0,0,160,147,2,10,2,1,0,0,0,193,169,4,5,2,3,0,0,10,240,194,12,14,5,14,0,193,169,4,7,3,11,0,240,194,12,14,5,14,0
2451009-002,3,2451009-002,473,429,28,499,461,24,417,318,89,412,381,29,423,396,10,562,517,17,551,499,20,878,82,2,771,0,57,0,739,0,0,0,0,1034,90,12,907,0,58,0,0,0,773,74,1,662,0,40,0,662,0,0,0,0,0,928,84,1,806,0,38,0,803,0,0,0,0,40,1496,150,30,1297,16,29,2,0,0,1166,133,16,991,15,24,1,0,0,1050,142,23,847,3,0,0,1,34,1261,160,30,1065,15,18,2,1050,142,23,888,5,16,2,1278,161,30,1071,15,15,2
2451011-003,3,2451011-003,1013,893,86,1006,938,45,933,719,202,934,863,68,942,873,38,1139,1008,59,1127,962,100,1528,625,31,801,62,26,0,767,54,13,0,0,1791,730,63,896,92,27,0,0,0,1452,648,5,729,46,43,0,673,40,16,0,0,0,1690,732,4,853,88,42,0,790,73,15,0,0,75,1862,958,68,611,220,19,1,0,0,1704,892,55,552,203,15,1,0,0,2133,967,124,679,267,0,0,13,83,2329,1061,147,805,314,33,1,2133,967,124,733,299,27,0,2334,1062,147,803,313,33,1
2451026-030,3,2451026-030,530,440,77,580,496,72,485,326,153,475,427,48,483,421,38,586,479,82,578,480,76,1060,351,18,682,9,0,0,682,9,0,0,0,1387,404,40,929,13,0,0,0,0,973,286,21,664,10,0,0,664,10,0,0,0,0,1283,322,60,888,9,27,0,861,9,0,0,8,28,1301,479,40,760,35,8,0,0,0,985,419,29,524,21,4,0,0,0,1014,261,38,683,6,2,0,5,19,1251,288,52,892,13,14,4,1014,261,38,697,11,11,4,1261,289,52,892,13,11,4
2451013-006,3,2451013-006,334,311,17,292,278,7,296,242,49,291,275,16,295,278,9,423,400,6,417,390,13,944,81,25,843,0,0,0,843,0,0,0,0,1267,80,30,1174,11,11,0,0,0,937,79,20,834,0,0,0,834,0,0,0,0,0,1269,82,25,1172,11,11,0,1162,0,0,0,0,0,994,34,12,954,1,7,0,0,0,777,30,7,744,1,6,0,0,0,668,33,12,590,0,4,0,2,27,837,34,16,778,2,23,1,668,33,12,616,2,19,1,858,34,16,789,1,18,0
2451027-024,3,2451027-024,260,244,11,354,343,7,224,180,39,225,217,8,225,213,5,283,265,6,273,244,12,1440,75,22,1324,13,40,0,1253,9,0,9,0,1646,83,23,1525,29,40,2,0,0,1445,107,22,1293,13,40,0,1204,9,0,0,9,0,1644,108,21,1492,37,42,3,1379,25,0,0,0,112,1194,141,29,1036,10,14,0,0,0,1047,138,29,891,9,13,0,0,0,547,11,10,500,0,3,0,4,19,639,13,12,612,1,13,1,547,11,10,523,1,13,1,645,13,12,614,1,13,1
2451027-019,3,2451027-019,344,319,20,420,405,14,283,227,54,282,271,11,280,265,9,406,382,11,399,367,14,768,33,6,723,1,0,0,719,0,0,0,0,1005,32,8,972,2,0,0,0,0,723,33,8,679,3,0,0,679,0,0,0,0,0,941,33,8,904,5,0,0,895,0,0,0,0,6,1049,34,24,1001,3,5,3,0,0,780,33,17,734,1,1,3,0,0,750,46,6,666,6,0,1,3,22,960,52,13,889,9,23,1,750,46,6,689,6,17,1,978,52,13,890,8,18,1
2400511-024,4,2400511-024,211,65,143,232,67,160,187,27,158,183,66,117,188,76,107,240,75,164,233,76,152,408,291,17,53,50,0,0,48,45,0,0,0,571,368,22,78,114,0,3,0,0,430,385,0,24,21,0,0,8,0,0,0,0,0,520,434,0,67,58,0,0,9,0,0,0,0,78,479,367,12,47,52,4,0,0,0,354,280,7,30,36,4,0,0,0,444,386,15,14,4,0,0,0,25,544,463,21,28,15,19,1,444,386,15,24,10,15,0,545,463,21,29,15,20,1
2402501-008,4,2402501-008,2647,1072,1479,3097,1490,1520,2427,658,1734,2381,1109,1272,2391,1142,1089,2815,1042,1563,2782,985,1713,3705,2743,337,385,233,0,0,343,223,0,0,0,5059,3563,512,625,357,0,0,0,0,3922,3080,274,280,286,0,0,280,286,0,0,0,0,5245,3902,462,431,451,0,0,336,451,0,0,0,97,4693,3704,222,442,333,40,13,0,0,3303,2689,126,273,215,19,5,0,0,4306,3086,220,392,447,3,0,4,154,5871,4017,381,678,735,91,5,4306,3086,220,465,497,63,5,5876,4019,382,677,735,86,5
2400511-027,4,2400511-027,9,4,5,8,3,5,5,2,3,5,2,3,4,3,1,15,5,10,15,7,8,17,12,1,2,2,0,0,2,1,0,0,0,24,14,1,3,4,0,0,0,0,15,11,1,2,2,0,0,2,2,0,0,0,0,23,14,1,4,5,0,0,3,5,0,0,0,1,19,14,0,2,2,0,0,0,0,14,12,0,1,1,0,0,0,0,15,8,2,3,0,0,0,0,2,19,8,4,6,2,2,0,15,8,2,5,2,1,0,19,8,4,6,2,2,0
2451027-040,3,2451027-040,1160,804,323,1212,971,206,1143,518,609,1128,835,290,1130,841,223,1180,861,247,1148,766,359,1620,1302,36,179,103,0,0,179,103,0,0,0,2468,1924,54,222,246,0,0,0,0,1492,1148,22,226,95,0,0,226,95,0,0,2,0,2216,1614,76,277,206,2,0,275,122,0,0,0,128,1953,1682,55,131,80,13,0,0,0,1487,1289,36,96,63,9,0,0,0,1469,1136,57,154,68,0,0,6,48,1920,1498,87,199,119,13,2,1469,1136,57,179,84,10,1,1920,1498,87,199,119,13,2
2451006-002,3,2451006-002,324,296,22,363,327,28,266,206,55,269,254,15,270,258,7,406,380,13,392,350,23,836,257,40,496,30,5,0,483,20,5,9,0,1366,312,206,809,62,36,6,0,0,658,236,25,360,14,2,0,348,12,2,0,9,0,1015,264,100,627,45,35,4,597,28,3,0,0,24,1118,128,136,845,35,9,5,0,0,819,107,108,593,26,4,3,0,0,984,172,181,567,27,0,0,6,31,1353,196,280,830,49,21,3,984,172,181,592,41,18,2,1380,198,280,849,47,13,3
2400508-008,4,2400508-008,1267,582,640,1888,1107,715,1114,236,873,1094,497,597,1117,553,481,1210,589,529,1180,504,652,1622,1412,18,102,85,2,0,62,80,0,0,0,2314,1851,47,211,174,10,0,0,0,1717,1524,13,103,71,1,0,78,52,0,0,0,0,2330,1881,43,168,213,8,0,76,160,0,0,16,154,2639,2364,40,84,151,10,0,0,0,1906,1709,32,56,110,4,0,0,0,2061,1742,64,61,128,1,0,13,52,2619,2160,88,121,219,13,1,2061,1742,64,69,161,8,1,2620,2161,88,121,219,13,1
2451008-002,3,2451008-002,699,630,54,765,721,35,591,451,132,581,543,37,585,537,30,846,782,36,824,750,40,1622,279,14,1289,0,0,0,1289,0,0,40,0,2248,348,85,1868,0,165,0,0,0,1745,328,49,1365,0,0,0,1365,0,0,0,0,0,2246,387,51,1820,0,0,0,1807,0,0,0,0,0,2243,212,45,1966,30,27,1,0,0,1540,183,25,1309,22,14,1,0,0,1385,133,18,1191,7,0,0,0,36,1840,152,33,1636,19,22,0,1385,133,18,1214,16,15,0,1874,152,33,1657,19,21,0
2400509-026,4,2400509-026,1025,523,464,1072,645,391,958,292,654,967,558,409,975,559,348,1114,560,475,1088,518,517,1608,1188,35,262,117,0,0,259,117,0,0,0,2122,1427,151,329,222,0,5,0,0,1610,1228,26,241,109,0,0,238,109,0,0,0,0,2138,1472,142,297,235,0,5,289,218,0,0,0,18,2134,1727,33,184,179,15,3,0,0,1753,1448,27,122,147,10,2,0,0,1761,1136,157,261,114,8,1,12,72,2218,1389,195,463,169,61,3,1761,1136,157,349,130,41,3,2225,1394,195,476,179,61,3
2451009-001,3,2451009-001,298,276,13,358,338,10,232,175,54,236,226,10,235,230,1,378,352,2,374,340,9,756,23,0,735,0,13,0,722,0,0,0,0,1075,23,27,1025,0,12,0,0,0,826,23,15,785,0,0,0,785,0,0,0,0,0,1208,24,16,1184,0,0,0,1146,0,0,0,0,21,1071,45,12,1011,3,5,2,0,0,782,41,9,730,2,4,0,0,0,719,59,7,613,9,1,0,5,25,903,61,10,814,13,19,1,719,59,7,640,11,10,1,928,61,10,824,14,18,1
2451028-015,3,2451028-015,972,801,140,1160,1011,122,860,567,283,865,752,112,867,739,83,1051,884,106,1044,853,140,2417,705,40,1661,9,8,0,1610,9,0,0,0,3345,786,42,2452,19,9,0,0,0,2113,702,2,1389,14,3,0,1317,14,0,0,0,0,3038,795,2,2216,21,3,0,2145,21,0,0,0,75,2604,802,45,1710,48,22,5,0,0,2038,677,34,1291,31,18,3,0,0,2073,621,100,1245,32,4,2,1,68,2603,717,134,1701,49,51,3,2073,621,100,1300,42,45,2,2612,717,134,1702,49,49,3
2451024-003,3,2451024-003,1289,865,375,1359,1049,268,1216,519,677,1185,832,353,1189,836,256,1413,1014,282,1375,929,414,1770,1553,49,69,94,9,0,61,90,0,0,0,1980,1708,80,90,101,9,0,0,0,1690,1476,35,87,89,6,0,80,85,0,0,0,0,1974,1706,65,113,95,6,0,93,87,0,0,0,26,1912,1675,59,72,109,9,0,0,0,1728,1531,43,55,98,7,0,0,0,1910,1612,72,56,109,0,0,5,56,2066,1734,89,86,147,22,3,1910,1612,72,71,142,20,3,2066,1734,89,86,147,22,3
2451020-009,3,2451020-009,276,194,68,269,202,59,231,125,97,227,175,52,231,170,33,360,247,88,350,242,84,680,335,43,269,11,7,0,257,11,0,11,0,835,362,76,430,34,21,0,0,0,700,268,33,348,16,11,0,331,16,0,0,20,0,846,299,54,495,42,35,0,406,42,0,0,0,46,1275,654,49,559,15,21,1,0,0,929,527,34,353,12,17,1,0,0,788,348,73,304,19,3,0,1,40,1018,407,102,466,32,28,9,788,348,73,335,25,27,7,1034,410,102,467,32,26,9
2451004-003,3,2451004-003,270,252,12,259,248,5,232,175,52,236,226,10,240,227,3,334,324,5,339,317,7,522,43,10,459,7,0,1,456,6,0,0,0,854,46,15,776,15,1,1,0,0,627,40,3,564,10,7,2,554,6,0,2,7,0,1003,43,3,938,17,39,1,893,13,0,1,0,48,887,33,16,801,48,14,1,0,0,588,33,9,501,42,3,0,0,0,635,40,17,527,27,2,0,6,16,867,41,24,765,35,15,1,635,40,17,544,32,8,1,886,41,24,780,35,13,0
2451027-053,3,2451027-053,661,621,32,711,688,15,534,411,119,532,507,25,537,511,9,846,821,14,833,794,24,1776,69,25,1656,16,0,0,1656,16,0,5,0,2246,80,25,2090,45,0,0,0,0,1310,87,10,1176,16,10,0,1172,16,2,0,5,0,1891,96,18,1715,47,8,0,1712,36,4,0,16,8,2662,66,20,2565,13,26,2,0,0,1983,65,14,1895,6,24,2,0,0,1645,71,32,1508,1,8,0,1,24,2158,80,62,2015,5,24,1,1645,71,32,1542,5,19,1,2192,80,62,2029,4,20,1
2451022-002,3,2451022-002,1095,791,263,1066,913,130,1031,516,503,1034,789,243,1028,811,160,1212,895,215,1196,843,321,1520,1193,61,179,28,54,0,179,27,54,0,0,1834,1404,108,187,45,57,0,0,0,1395,1133,35,164,21,41,0,159,21,41,0,0,0,1622,1300,35,172,36,43,0,158,36,43,0,38,14,1640,1363,43,149,77,6,4,0,0,1449,1253,32,96,61,6,4,0,0,1627,1263,101,87,90,0,0,9,77,1827,1382,125,153,166,24,2,1627,1263,101,128,138,14,2,1828,1382,125,153,165,24,2
2400515-008,4,2400515-008,1789,731,1012,1776,785,942,1587,430,1146,1554,713,841,1562,726,749,2159,822,1247,2107,896,1154,2941,2439,28,416,47,11,0,416,37,0,0,0,3848,2944,45,770,46,11,0,0,0,2922,2444,53,366,58,0,0,366,58,0,0,0,0,3796,2896,87,585,191,4,0,543,191,0,0,37,41,4093,3125,144,758,75,35,1,0,0,3091,2496,85,457,52,20,1,0,0,3114,2052,94,764,54,9,3,16,122,4034,2474,151,1215,103,113,7,3114,2052,94,815,68,70,4,4047,2478,151,1205,101,110,7
2451015-004,3,2451015-004,431,400,24,471,448,16,380,291,82,376,364,12,383,362,12,498,474,7,486,458,9,789,2,18,765,0,0,0,731,0,0,0,0,984,3,19,944,17,0,0,0,0,1050,4,55,991,0,0,0,891,0,0,0,0,0,1165,5,55,1063,13,0,0,964,13,0,0,29,98,1335,9,19,1310,3,4,1,0,0,1024,8,16,1006,3,4,0,0,0,885,12,13,825,7,5,1,5,17,1096,12,17,1054,22,13,1,885,12,13,850,15,12,1,1108,12,17,1052,21,12,1
2402102-002,5,2402102-002,760,496,232,927,651,238,682,347,321,681,489,189,687,489,166,801,496,231,783,510,236,1383,1030,47,280,11,10,0,257,0,0,20,0,1534,1128,50,366,19,24,3,0,0,1625,1170,131,207,96,0,0,201,85,0,0,20,0,1833,1290,140,322,121,16,5,265,87,0,0,0,50,1738,1308,114,283,32,19,2,0,0,1499,1162,77,233,20,18,1,0,0,1694,1182,132,266,40,1,0,7,66,1978,1313,198,361,76,48,4,1694,1182,132,295,59,35,2,1984,1315,199,368,76,43,4
2403311-005,1,2403311-005,283,246,33,370,332,28,261,183,78,263,231,32,263,234,26,275,254,13,271,242,24,516,79,9,424,0,12,0,406,0,0,5,0,659,81,26,544,14,13,0,0,0,526,52,6,468,0,5,0,460,0,0,0,0,0,621,52,17,543,3,5,0,537,3,0,0,6,6,588,66,14,497,12,14,0,0,0,432,61,9,353,9,9,0,0,0,502,62,34,377,14,0,0,0,15,616,67,43,497,18,10,0,502,62,34,393,18,8,0,617,67,43,490,18,10,0
2403313-021,1,2403313-021,909,837,59,1270,1199,55,823,629,188,824,796,28,830,788,23,866,814,30,853,793,32,1643,166,28,1439,11,0,0,1423,11,0,0,0,2259,184,29,1979,70,5,0,0,0,1345,195,16,1111,20,0,0,1099,20,0,0,0,0,1960,204,19,1638,90,0,0,1619,90,0,0,15,16,1967,192,74,1641,82,21,3,0,0,1521,184,45,1234,67,14,3,0,0,1693,48,59,1460,70,1,0,7,48,2214,56,87,1984,116,27,1,1693,48,59,1521,82,25,1,2215,56,87,1973,116,25,1
2403305-012,2,2403305-012,1833,1601,198,2577,2336,181,1731,1242,477,1711,1584,124,1730,1603,98,1642,1435,162,1600,1406,143,2714,649,33,1846,191,0,0,1846,191,0,0,0,3532,802,34,2446,252,0,0,0,0,2745,605,45,1935,170,0,0,1935,170,0,0,0,0,3594,740,44,2559,251,0,0,2559,251,0,0,0,0,3425,393,143,2787,175,38,4,0,0,2534,334,92,2017,126,30,2,0,0,3204,290,129,2534,115,10,0,11,115,4009,317,201,3350,166,74,7,3204,290,129,2659,142,59,3,4011,317,201,3335,166,71,7
2400305-005,8,2400305-005,1323,654,628,1648,933,663,1189,330,847,1188,643,545,1200,648,491,1393,739,560,1368,654,684,1861,1625,23,120,32,79,0,97,32,0,0,0,2415,2100,36,126,71,107,0,0,0,1981,1641,27,243,65,68,0,178,65,0,0,0,0,2444,2034,46,244,119,66,0,181,117,0,0,0,68,2494,2144,69,194,74,12,1,0,0,1847,1625,38,136,39,7,1,0,0,1902,1596,75,125,51,0,1,6,48,2507,2078,112,180,114,27,5,1902,1596,75,134,75,17,4,2509,2079,112,177,116,23,4
2400304-016,8,2400304-016,1386,838,496,1720,1202,476,1276,517,728,1252,826,425,1268,834,356,1415,847,457,1382,805,529,2473,1670,165,511,122,0,0,497,44,0,0,0,3506,1966,323,844,420,0,0,0,0,2375,1566,258,382,164,0,0,322,25,0,0,0,0,3658,1975,455,950,500,0,0,606,207,0,0,18,397,3425,2445,205,589,190,34,10,0,0,2733,2032,140,412,140,24,7,0,0,2503,1545,181,497,122,7,1,13,137,3196,1847,262,780,258,84,7,2503,1545,181,562,167,65,3,3198,1848,262,774,254,81,6
2402705-011,7,2402705-011,1126,558,527,1201,728,433,1104,343,743,1082,574,507,1099,601,430,1149,564,497,1130,538,554,1264,944,36,34,245,6,0,34,226,0,0,0,1707,1191,63,43,411,6,0,0,0,1383,912,46,36,383,3,0,36,356,0,0,0,0,1960,1119,73,48,715,5,0,48,683,0,0,0,36,1722,1374,45,77,224,15,5,0,0,1275,1041,26,56,146,7,3,0,0,1433,1038,51,48,250,0,0,1,45,1874,1285,78,99,392,13,6,1433,1038,51,58,265,10,1,1874,1285,78,99,392,13,6
2402706-031,7,2402706-031,1075,844,189,1073,903,147,1017,643,362,1012,844,168,1015,829,126,1175,941,147,1166,910,188,1548,670,98,527,108,150,0,523,98,150,0,0,2470,734,369,906,197,170,0,0,0,1431,661,137,406,92,140,0,404,82,140,0,0,0,2281,715,493,692,158,163,0,669,124,139,0,117,24,2263,885,281,924,196,44,2,0,0,1730,773,183,644,139,25,2,0,0,1786,638,280,608,154,4,3,21,78,2383,737,422,997,216,41,7,1786,638,280,684,171,31,5,2387,738,422,1007,217,29,6
2451008-005,3,2451008-005,686,636,38,659,630,27,568,423,128,568,537,31,574,548,9,883,855,14,880,824,22,1491,97,0,1378,9,0,0,1378,9,0,9,0,1900,110,0,1771,26,0,0,0,0,1239,82,0,1141,9,0,0,1141,9,0,0,3,0,1397,93,0,1278,28,0,0,1273,23,0,0,3,5,2376,26,14,2315,15,24,0,0,0,1774,22,8,1728,11,14,0,0,0,1402,35,28,1299,7,0,0,0,33,1743,38,40,1661,14,14,5,1402,35,28,1340,11,6,5,1780,38,41,1687,13,13,3
2404516-004,2,2404516-004,468,240,216,516,279,227,402,156,242,394,212,182,403,220,162,554,289,239,544,282,234,1040,647,108,236,46,0,0,236,46,0,0,0,1186,727,106,277,76,0,0,0,0,950,666,81,170,39,0,0,170,39,0,0,0,0,1154,815,78,205,56,0,0,205,56,0,0,0,0,1345,949,50,300,25,18,1,0,0,1037,769,32,204,20,14,1,0,0,1133,611,110,358,13,0,0,6,35,1474,745,173,492,31,30,0,1133,611,110,370,19,16,0,1488,748,174,511,31,27,0
